participant_id,fluency_list_id,trial_order,stimulus,response,rt,cumulative_rt,round_time_limit,is_invalid,is_rt_outlier,is_repeated_response,is_category_mismatch,rt_measure
C101,3,2,foods,lemon,1591,5452,180000,0,0,0,0,inter_response_interval
C101,3,3,foods,lime,895,6347,180000,0,0,0,0,inter_response_interval
C101,3,4,foods,watermelon,3098,9445,180000,0,0,0,0,inter_response_interval
C101,3,5,foods,strawberry,2119,11564,180000,0,0,0,0,inter_response_interval
C101,3,6,foods,blueberry,3848,15412,180000,0,0,0,0,inter_response_interval
C101,3,7,foods,raspberry,1720,17132,180000,0,0,0,0,inter_response_interval
C101,3,8,foods,jackfruit,3656,20788,180000,0,0,0,0,inter_response_interval
C101,3,9,foods,honeydew,5136,25924,180000,0,0,0,0,inter_response_interval
C101,3,10,foods,lettuce,2768,28692,180000,0,0,0,0,inter_response_interval
C101,3,11,foods,corn,807,29499,180000,0,0,0,0,inter_response_interval
C101,3,12,foods,carrots,1368,30867,180000,0,0,0,0,inter_response_interval
C101,3,13,foods,cucumber,3008,33875,180000,0,0,0,0,inter_response_interval
C101,3,14,foods,potato,1735,35610,180000,0,0,0,0,inter_response_interval
C101,3,15,foods,onion,2266,37876,180000,0,0,0,0,inter_response_interval
C101,3,16,foods,garlic,1536,39412,180000,0,0,0,0,inter_response_interval
C101,3,17,foods,tomato,1030,40442,180000,0,0,0,0,inter_response_interval
C101,3,18,foods,rice,7433,47875,180000,0,0,0,0,inter_response_interval
C101,3,19,foods,pasta,1417,49292,180000,0,0,0,0,inter_response_interval
C101,3,20,foods,bread,6304,55596,180000,0,0,0,0,inter_response_interval
C101,3,21,foods,crackers,1584,57180,180000,0,0,0,0,inter_response_interval
C101,3,22,foods,chicken,1727,58907,180000,0,0,0,0,inter_response_interval
C101,3,23,foods,ham,1777,60684,180000,0,0,0,0,inter_response_interval
C101,3,24,foods,steak,2072,62756,180000,0,0,0,0,inter_response_interval
C101,3,25,foods,hamburger,4583,67339,180000,0,0,0,0,inter_response_interval
C101,3,26,foods,pork,3600,70939,180000,0,0,0,0,inter_response_interval
C101,3,27,foods,fish,1264,72203,180000,0,0,0,0,inter_response_interval
C101,3,28,foods,froglegs,3400,75603,180000,0,0,0,0,inter_response_interval
C101,3,29,foods,bacon,3240,78843,180000,0,0,0,0,inter_response_interval
C101,3,30,foods,eggs,976,79819,180000,0,0,0,0,inter_response_interval
C101,3,31,foods,hashbrowns,2128,81947,180000,0,0,0,0,inter_response_interval
C101,3,32,foods,pancakes,6608,88555,180000,0,0,0,0,inter_response_interval
C101,3,33,foods,pizza,5159,93714,180000,0,0,0,0,inter_response_interval
C101,3,34,foods,cheese,8315,102029,180000,0,0,0,0,inter_response_interval
C101,3,35,foods,cake,1212,103241,180000,0,0,0,0,inter_response_interval
C101,3,36,foods,pie,833,104074,180000,0,0,0,0,inter_response_interval
C101,3,37,foods,eclair,1952,106026,180000,0,0,0,0,inter_response_interval
C101,3,38,foods,doughnuts,4352,110378,180000,0,0,0,0,inter_response_interval
C101,3,39,foods,pastries,1456,111834,180000,0,0,0,0,inter_response_interval
C101,3,40,foods,hummus,9183,121017,180000,0,0,0,0,inter_response_interval
C101,3,41,foods,chickpea,5417,126434,180000,0,0,0,0,inter_response_interval
C101,3,42,foods,spinach,2184,128618,180000,0,0,0,0,inter_response_interval
C101,3,43,foods,broccoli,3696,132314,180000,0,0,0,0,inter_response_interval
C101,3,44,foods,cauliflower,4142,136456,180000,0,0,0,0,inter_response_interval
C101,3,45,foods,peach,10338,146794,180000,0,0,0,0,inter_response_interval
C101,3,46,foods,orange,2438,149232,180000,0,0,0,0,inter_response_interval
C101,3,47,foods,sushi,7889,157121,180000,0,0,0,0,inter_response_interval
C101,4,0,tools,pliers,3431,3431,180000,0,0,0,0,inter_response_interval
C101,4,1,tools,nails,1063,4494,180000,0,0,0,0,inter_response_interval
C101,4,2,tools,hammer,2112,6606,180000,0,0,0,0,inter_response_interval
C101,4,3,tools,saw,3313,9919,180000,0,0,0,0,inter_response_interval
C101,4,4,tools,sawhorse,2056,11975,180000,0,0,0,0,inter_response_interval
C101,4,5,tools,jack,3303,15278,180000,0,0,0,0,inter_response_interval
C101,4,6,tools,jackhammer,1848,17126,180000,0,0,0,0,inter_response_interval
C101,4,7,tools,wrench,8246,25372,180000,0,0,0,0,inter_response_interval
C101,4,8,tools,ratchet,1330,26702,180000,0,0,0,0,inter_response_interval
C101,4,9,tools,socket,3128,29830,180000,0,0,0,0,inter_response_interval
C101,4,10,tools,screw,3344,33174,180000,0,0,0,0,inter_response_interval
C101,4,11,tools,bolt,3687,36861,180000,0,0,0,0,inter_response_interval
C101,4,12,tools,wire,5824,42685,180000,0,0,0,0,inter_response_interval
C101,4,13,tools,wirecutters,6023,48708,180000,0,0,0,0,inter_response_interval
C101,4,14,tools,drill,4752,53460,180000,0,0,0,0,inter_response_interval
C101,4,15,tools,ladder,7193,60653,180000,0,0,0,0,inter_response_interval
C101,5,0,animals,cat,2658,2658,180000,0,0,0,0,inter_response_interval
C101,5,1,animals,dog,2057,4715,180000,0,0,0,0,inter_response_interval
C101,5,2,animals,hamster,2607,7322,180000,0,0,0,0,inter_response_interval
C101,5,3,animals,gerbil,2750,10072,180000,0,0,0,0,inter_response_interval
C101,5,4,animals,ferret,1520,11592,180000,0,0,0,0,inter_response_interval
C101,5,5,animals,snake,2058,13650,180000,0,0,0,0,inter_response_interval
C101,5,6,animals,rattlesnake,4912,18562,180000,0,0,0,0,inter_response_interval
C101,5,7,animals,cobra,1639,20201,180000,0,0,0,0,inter_response_interval
C101,5,8,animals,python,2176,22377,180000,0,0,0,0,inter_response_interval
C101,5,9,animals,mouse,1713,24090,180000,0,0,0,0,inter_response_interval
C101,5,10,animals,rat,1104,25194,180000,0,0,0,0,inter_response_interval
C101,5,11,animals,buffallo,9039,34233,180000,0,0,0,0,inter_response_interval
C101,5,12,animals,bull,2856,37089,180000,0,0,0,0,inter_response_interval
C101,5,13,animals,deer,1881,38970,180000,0,0,0,0,inter_response_interval
C101,5,14,animals,cow,1136,40106,180000,0,0,0,0,inter_response_interval
C101,5,15,animals,chicken,1438,41544,180000,0,0,0,0,inter_response_interval
C101,5,16,animals,pig,897,42441,180000,0,0,0,0,inter_response_interval
C101,5,17,animals,seahorse,7031,49472,180000,0,0,0,0,inter_response_interval
C101,5,18,animals,whale,993,50465,180000,0,0,0,0,inter_response_interval
C101,5,19,animals,shark,896,51361,180000,0,0,0,0,inter_response_interval
C101,5,20,animals,alligator,4936,56297,180000,0,0,0,0,inter_response_interval
C101,5,21,animals,crocodile,5359,61656,180000,0,0,0,0,inter_response_interval
C101,5,22,animals,cheetah,1393,63049,180000,0,0,0,0,inter_response_interval
C101,5,23,animals,panther,1295,64344,180000,0,0,0,0,inter_response_interval
C101,5,24,animals,lion,961,65305,180000,0,0,0,0,inter_response_interval
C101,5,25,animals,tiger,1663,66968,180000,0,0,0,0,inter_response_interval
C101,5,26,animals,bear,755,67723,180000,0,0,0,0,inter_response_interval
C101,5,27,animals,panda,1260,68983,180000,0,0,0,0,inter_response_interval
C101,5,28,animals,kangaroo,3592,72575,180000,0,0,0,0,inter_response_interval
C101,5,29,animals,parrot,2481,75056,180000,0,0,0,0,inter_response_interval
C101,5,30,animals,owl,759,75815,180000,0,0,0,0,inter_response_interval
C101,5,31,animals,zebra,1425,77240,180000,0,0,0,0,inter_response_interval
C101,5,32,animals,rhinoceros,2928,80168,180000,0,0,0,0,inter_response_interval
C101,5,33,animals,giraffe,2697,82865,180000,0,0,0,0,inter_response_interval
C101,5,34,animals,penguin,4118,86983,180000,0,0,0,0,inter_response_interval
C101,5,35,animals,possum,7160,94143,180000,0,0,0,0,inter_response_interval
C101,5,36,animals,raccoon,2200,96343,180000,0,0,0,0,inter_response_interval
C101,5,37,animals,turtle,9031,105374,180000,0,0,0,0,inter_response_interval
C101,5,38,animals,eel,6026,111400,180000,0,0,0,0,inter_response_interval
C101,5,39,animals,worm,12055,123455,180000,0,0,0,0,inter_response_interval
C101,5,40,animals,dove,4391,127846,180000,0,0,0,0,inter_response_interval
C101,5,41,animals,pigeon,2401,130247,180000,0,0,0,0,inter_response_interval
C101,5,42,animals,ardvark,7025,137272,180000,0,0,0,0,inter_response_interval
C101,5,43,animals,llama,2968,140240,180000,0,0,0,0,inter_response_interval
C101,5,44,animals,emu,2984,143224,180000,0,0,0,0,inter_response_interval
C101,5,45,animals,ostrich,4813,148037,180000,0,0,0,0,inter_response_interval
C101,5,46,animals,koala,2770,150807,180000,0,0,0,0,inter_response_interval
C101,6,0,foods,lime,4376,4376,180000,0,0,0,0,inter_response_interval
C101,6,1,foods,lemon,961,5337,180000,0,0,0,0,inter_response_interval
C101,6,2,foods,apple,1231,6568,180000,0,0,0,0,inter_response_interval
C101,6,3,foods,orange,1984,8552,180000,0,0,0,0,inter_response_interval
C101,6,4,foods,pear,863,9415,180000,0,0,0,0,inter_response_interval
C101,6,5,foods,peach,1560,10975,180000,0,0,0,0,inter_response_interval
C101,6,6,foods,tangerine,4450,15425,180000,0,0,0,0,inter_response_interval
C101,6,7,foods,clementine,2415,17840,180000,0,0,0,0,inter_response_interval
C101,6,8,foods,raspberry,3993,21833,180000,0,0,0,0,inter_response_interval
C101,6,9,foods,blueberry,2319,24152,180000,0,0,0,0,inter_response_interval
C101,6,10,foods,strawberry,6544,30696,180000,0,0,0,0,inter_response_interval
C101,6,11,foods,lettuce,4528,35224,180000,0,0,0,0,inter_response_interval
C101,6,12,foods,radish,1617,36841,180000,0,0,0,0,inter_response_interval
C101,6,13,foods,onion,1934,38775,180000,0,0,0,0,inter_response_interval
C101,6,14,foods,garlic,1217,39992,180000,0,0,0,0,inter_response_interval
C101,6,15,foods,tomato,927,40919,180000,0,0,0,0,inter_response_interval
C101,6,16,foods,corn,1017,41936,180000,0,0,0,0,inter_response_interval
C101,6,17,foods,potato,1391,43327,180000,0,0,0,0,inter_response_interval
C101,6,18,foods,pasta,1320,44647,180000,0,0,0,0,inter_response_interval
C101,6,19,foods,rice,1023,45670,180000,0,0,0,0,inter_response_interval
C101,6,20,foods,chicken,3720,49390,180000,0,0,0,0,inter_response_interval
C101,6,21,foods,ham,593,49983,180000,0,0,0,0,inter_response_interval
C101,6,22,foods,pork,1239,51222,180000,0,0,0,0,inter_response_interval
C101,6,23,foods,beef,1808,53030,180000,0,0,0,0,inter_response_interval
C101,6,24,foods,steak,1345,54375,180000,0,0,0,0,inter_response_interval
C101,6,25,foods,sushi,1727,56102,180000,0,0,0,0,inter_response_interval
C101,6,26,foods,egg,2618,58720,180000,0,0,0,0,inter_response_interval
C101,6,27,foods,bacon,4712,63432,180000,0,0,0,0,inter_response_interval
C101,6,28,foods,hashbrowns,2343,65775,180000,0,0,0,0,inter_response_interval
C101,6,29,foods,bread,2520,68295,180000,0,0,0,0,inter_response_interval
C101,6,30,foods,pancakes,3055,71350,180000,0,0,0,0,inter_response_interval
C101,6,31,foods,broccoli,8105,79455,180000,0,0,0,0,inter_response_interval
C101,6,32,foods,cauliflower,2863,82318,180000,0,0,0,0,inter_response_interval
C101,6,33,foods,honeydew,3841,86159,180000,0,0,0,0,inter_response_interval
C101,6,34,foods,starfruit,2584,88743,180000,0,0,0,0,inter_response_interval
C101,6,35,foods,jackfruit,2720,91463,180000,0,0,0,0,inter_response_interval
C101,6,36,foods,shark,26375,117838,180000,0,0,0,0,inter_response_interval
C101,6,37,foods,dolphin,1848,119686,180000,0,0,0,0,inter_response_interval
C101,6,38,foods,escargot,3216,122902,180000,0,0,0,0,inter_response_interval
C101,6,39,foods,souffle,5728,128630,180000,0,0,0,0,inter_response_interval
C101,6,40,foods,pie,856,129486,180000,0,0,0,0,inter_response_interval
C101,6,41,foods,cake,840,130326,180000,0,0,0,0,inter_response_interval
C101,6,42,foods,pastries,1800,132126,180000,0,0,0,0,inter_response_interval
C101,6,43,foods,eclair,1928,134054,180000,0,0,0,0,inter_response_interval
C101,6,44,foods,doughnut,1744,135798,180000,0,0,0,0,inter_response_interval
C101,6,45,foods,peanuts,12655,148453,180000,0,0,0,0,inter_response_interval
C101,6,46,foods,almonds,1657,150110,180000,0,0,0,0,inter_response_interval
C101,6,47,foods,macadamianuts,4022,154132,180000,0,0,0,0,inter_response_interval
C101,6,48,foods,pecans,5752,159884,180000,0,0,0,0,inter_response_interval
C101,6,49,foods,walnuts,3872,163756,180000,0,0,0,0,inter_response_interval
C101,6,50,foods,hummus,6703,170459,180000,0,0,0,0,inter_response_interval
C101,7,0,tools,hammer,4391,4391,180000,0,0,0,0,inter_response_interval
C101,7,1,tools,nails,1776,6167,180000,0,0,0,0,inter_response_interval
C101,7,2,tools,pliers,1328,7495,180000,0,0,0,0,inter_response_interval
C101,7,3,tools,wrench,1354,8849,180000,0,0,0,0,inter_response_interval
C101,7,4,tools,ratchet,5118,13967,180000,0,0,0,0,inter_response_interval
C101,7,5,tools,socket,1416,15383,180000,0,0,0,0,inter_response_interval
C101,7,6,tools,nut,1386,16769,180000,0,0,0,0,inter_response_interval
C101,7,7,tools,bolt,1191,17960,180000,0,0,0,0,inter_response_interval
C101,7,8,tools,saw,1913,19873,180000,0,0,0,0,inter_response_interval
C101,7,9,tools,sawhorse,2032,21905,180000,0,0,0,0,inter_response_interval
C101,7,10,tools,ladder,1624,23529,180000,0,0,0,0,inter_response_interval
C101,7,11,tools,jackhammer,2182,25711,180000,0,0,0,0,inter_response_interval
C101,7,12,tools,drill,32848,58559,180000,0,0,0,0,inter_response_interval
C101,7,13,tools,hook,20752,79311,180000,0,0,0,0,inter_response_interval
C101,7,14,tools,anchor,1383,80694,180000,0,0,0,0,inter_response_interval
C101,7,15,tools,hinge,8824,89518,180000,0,0,0,0,inter_response_interval
C101,7,16,tools,sander,38944,128462,180000,0,0,0,0,inter_response_interval
C101,7,17,tools,chainsaw,11551,140013,180000,0,0,0,0,inter_response_interval
C101,8,0,animals,cat,3962,3962,180000,0,0,0,0,inter_response_interval
C101,8,1,animals,dog,1071,5033,180000,0,0,0,0,inter_response_interval
C101,8,2,animals,mouse,1647,6680,180000,0,0,0,0,inter_response_interval
C101,8,3,animals,rat,1514,8194,180000,0,0,0,0,inter_response_interval
C101,8,4,animals,hamster,1694,9888,180000,0,0,0,0,inter_response_interval
C101,8,5,animals,gerbil,2282,12170,180000,0,0,0,0,inter_response_interval
C101,8,6,animals,ferret,1783,13953,180000,0,0,0,0,inter_response_interval
C101,8,7,animals,turtle,2408,16361,180000,0,0,0,0,inter_response_interval
C101,8,8,animals,raccoon,3121,19482,180000,0,0,0,0,inter_response_interval
C101,8,9,animals,possum,2086,21568,180000,0,0,0,0,inter_response_interval
C101,8,10,animals,giraffe,2825,24393,180000,0,0,0,0,inter_response_interval
C101,8,11,animals,rhinoceros,3352,27745,180000,0,0,0,0,inter_response_interval
C101,8,12,animals,zebra,4480,32225,180000,0,0,0,0,inter_response_interval
C101,8,13,animals,kangaroo,3168,35393,180000,0,0,0,0,inter_response_interval
C101,8,14,animals,koala,3232,38625,180000,0,0,0,0,inter_response_interval
C101,8,15,animals,panda,1440,40065,180000,0,0,0,0,inter_response_interval
C101,8,16,animals,lion,1840,41905,180000,0,0,0,0,inter_response_interval
C101,8,17,animals,tiger,1400,43305,180000,0,0,0,0,inter_response_interval
C101,8,18,animals,bear,1361,44666,180000,0,0,0,0,inter_response_interval
C101,8,19,animals,cheetah,3559,48225,180000,0,0,0,0,inter_response_interval
C101,8,20,animals,panther,1736,49961,180000,0,0,0,0,inter_response_interval
C101,8,21,animals,cobra,3607,53568,180000,0,0,0,0,inter_response_interval
C101,8,22,animals,python,1513,55081,180000,0,0,0,0,inter_response_interval
C101,8,23,animals,rattlesnake,2575,57656,180000,0,0,0,0,inter_response_interval
C101,8,24,animals,alligator,4120,61776,180000,0,0,0,0,inter_response_interval
C101,8,25,animals,crocodile,2711,64487,180000,0,0,0,0,inter_response_interval
C101,8,26,animals,snail,969,65456,180000,0,0,0,0,inter_response_interval
C101,8,27,animals,butterfly,3799,69255,180000,0,0,0,0,inter_response_interval
C101,8,28,animals,tarantula,2137,71392,180000,0,0,0,0,inter_response_interval
C101,8,29,animals,pigeon,1280,72672,180000,0,0,0,0,inter_response_interval
C101,8,30,animals,dove,1110,73782,180000,0,0,0,0,inter_response_interval
C101,8,31,animals,parrot,4306,78088,180000,0,0,0,0,inter_response_interval
C101,8,32,animals,peacock,2792,80880,180000,0,0,0,0,inter_response_interval
C101,8,33,animals,frog,10599,91479,180000,0,0,0,0,inter_response_interval
C101,8,34,animals,toad,1577,93056,180000,0,0,0,0,inter_response_interval
C101,8,35,animals,chicken,9528,102584,180000,0,0,0,0,inter_response_interval
C101,8,36,animals,swan,1232,103816,180000,0,0,0,0,inter_response_interval
C101,8,37,animals,bull,1984,105800,180000,0,0,0,0,inter_response_interval
C101,8,38,animals,buffallo,3710,109510,180000,0,0,0,0,inter_response_interval
C101,8,39,animals,deer,1673,111183,180000,0,0,0,0,inter_response_interval
C101,8,40,animals,elk,5432,116615,180000,0,0,0,0,inter_response_interval
C101,8,41,animals,moose,12288,128903,180000,0,0,0,0,inter_response_interval
C101,8,42,animals,emu,6880,135783,180000,0,0,0,0,inter_response_interval
C101,8,43,animals,ardvark,7855,143638,180000,0,0,0,0,inter_response_interval
C101,8,44,animals,manatee,5224,148862,180000,0,0,0,0,inter_response_interval
C101,8,45,animals,seal,3351,152213,180000,0,0,0,0,inter_response_interval
C101,8,46,animals,penguin,1449,153662,180000,0,0,0,0,inter_response_interval
C101,8,47,animals,seahorse,3911,157573,180000,0,0,0,0,inter_response_interval
C101,8,48,animals,jellyfish,3921,161494,180000,0,0,0,0,inter_response_interval
C101,8,49,animals,stingray,1464,162958,180000,0,0,0,0,inter_response_interval
C101,8,50,animals,whale,1752,164710,180000,0,0,0,0,inter_response_interval
C101,8,51,animals,shark,886,165596,180000,0,0,0,0,inter_response_interval
C101,8,52,animals,dolphin,6778,172374,180000,0,0,0,0,inter_response_interval
C102,0,0,tools,hammer,3110,3110,180000,0,0,0,0,inter_response_interval
C102,0,1,tools,saw,1328,4438,180000,0,0,0,0,inter_response_interval
C102,0,2,tools,wrench,4807,9245,180000,0,0,0,0,inter_response_interval
C102,0,3,tools,drill,1833,11078,180000,0,0,0,0,inter_response_interval
C102,0,4,tools,chisel,12783,23861,180000,0,0,0,0,inter_response_interval
C102,0,5,tools,brush,1464,25325,180000,0,0,0,0,inter_response_interval
C102,1,0,foods,apple,2794,2794,180000,0,0,0,0,inter_response_interval
C102,1,1,foods,banana,928,3722,180000,0,0,0,0,inter_response_interval
C102,1,2,foods,pear,897,4619,180000,0,0,0,0,inter_response_interval
C102,1,3,foods,cabbage,1111,5730,180000,0,0,0,0,inter_response_interval
C102,1,4,foods,lettuce,1424,7154,180000,0,0,0,0,inter_response_interval
C102,1,5,foods,orange,872,8026,180000,0,0,0,0,inter_response_interval
C102,1,6,foods,grape,880,8906,180000,0,0,0,0,inter_response_interval
C102,1,7,foods,raspberry,1384,10290,180000,0,0,0,0,inter_response_interval
C102,1,8,foods,strawberry,1568,11858,180000,0,0,0,0,inter_response_interval
C102,1,9,foods,cherry,968,12826,180000,0,0,0,0,inter_response_interval
C102,1,10,foods,hamburger,1408,14234,180000,0,0,0,0,inter_response_interval
C102,1,11,foods,pork,688,14922,180000,0,0,0,0,inter_response_interval
C102,1,12,foods,beans,792,15714,180000,0,0,0,0,inter_response_interval
C102,1,13,foods,bacon,848,16562,180000,0,0,0,0,inter_response_interval
C102,1,14,foods,sausage,1736,18298,180000,0,0,0,0,inter_response_interval
C102,1,15,foods,chicken,1401,19699,180000,0,0,0,0,inter_response_interval
C102,1,16,foods,cod,1711,21410,180000,0,0,0,0,inter_response_interval
C102,1,17,foods,tilapia,2223,23633,180000,0,0,0,0,inter_response_interval
C102,1,18,foods,tunafish,2024,25657,180000,0,0,0,0,inter_response_interval
C102,1,19,foods,salmon,1760,27417,180000,0,0,0,0,inter_response_interval
C102,1,20,foods,swordfish,2008,29425,180000,0,0,0,0,inter_response_interval
C102,1,21,foods,mahimahi,1823,31248,180000,0,0,0,0,inter_response_interval
