participant_id,list,item_id,trial_order,stimulus,target_word,response,age,gender,education,first_language,nationality,country_of_birth,country_of_residence
QAHFTR,1,138,21,The campaign will pay for,itself.,him,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,899,22,He held his mother,tight,close,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,491,23,Dont die of cold,before,said,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1393,24,Bruce is looking for someone to take the,spare,place,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1181,25,I shall have a victory and,I,celebrate,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,616,26,Charles,felt,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1586,27,He sat his son up on the table,and,and,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,540,28,He sighed and walked back,to,into,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,904,29,He held his mother tight and she cried into,his,his,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1112,30,He drank too,much,much,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1670,31,He came back to his senses when he heard his dad stand up to,him.,his,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,100,32,I dont,want,understand,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,513,33,He is,after,a,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,399,34,Alec stood against the wall,to,with,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1627,35,The police officer got out of the van and picked,up,up,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1207,36,In the morning at breakfast Mike smiled at the letter,he,because,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,782,37,Phil let him go and Charlie fell to,the,his,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1352,38,We,should,know,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,68,39,Gordon felt his anger build,up.,inside,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,206,40,Sam felt proud when he,went,handed,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1235,41,James walked in to wake,Samuel,up,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1625,42,The police officer got out of the van,and,and,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1594,43,If I have,time,one,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,849,44,The brothers stood,up,together,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,675,45,They turned round just,as,to,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,46,He,heaved,knew,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,538,47,He sighed and,walked,waited,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,123,48,Ross sat back down and,shivered.,wondered,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,49,He,heaved,knew,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1511,50,Billy knocked on the door and,waited,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1126,51,He folded his arms across his,chest,chest,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1445,52,He smiled again and felt like a man and not just the,kid.,child,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,394,53,William sat down and tucked into his,breakfast.,dinner,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1458,54,I,cant,know,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,87,55,He uses his belt,on,to,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1296,56,Now the man is coming who will give it back to,me.,me,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1300,57,She threatened to leave,before,but,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1272,58,Michael knew they never hit him and that was,half,what,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1601,59,If I have time at the end Ill fill you,in,in,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1506,60,Billy,knocked,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1403,61,From the moment we leave this,spot,place,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1111,62,He drank,too,too,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,63,He,heaved,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,990,64,She wound up talking to,Barry,him,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,185,65,Ill give,him,you,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,366,66,I do not spare the birds a,killing.,crumb,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,909,67,He went to the,door,shop,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,240,68,Tom stood up,and,and,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,967,69,Run along,home,now,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,343,70,He sat down and began,to,to,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1588,71,He sat his son up on the table and laid,his,out,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1107,72,He didnt seem to mind that she was screaming,in,if,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,73,He,heaved,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1017,74,We shall,arrive,talk,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1060,75,You shouldnt have been racing,my,around,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,208,76,Scott,got,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1630,77,The police officer got out of the van and picked up the two,cans.,teenagers,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1604,78,If I have time at the end Ill fill you in on what,happened.,happened,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,506,79,He heaved his,shoulders,last,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,852,80,The brothers stood up and came,down,towards,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,629,81,Christopher groaned and lay his hands,across,on,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1306,82,She threatened to leave before and this time she just,had,couldn’t,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1614,83,Henry washed his hands and sat on the seat in,front,the,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1348,84,They stared at the black wall and now,this,they,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1613,85,Henry washed his hands and sat on the seat,in,next,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1635,86,The speaker turned to her,with,and,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,549,87,He smiled when she let out,a,a,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1283,88,Alan told Jason he would just sit outside to,have,get,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1469,89,I cant see any amount of talk getting you out of this,mess.,hole,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1706,90,If this were a movie instead of a,book,book,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1551,91,One by one she placed her teeth about their necks,and,and,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1022,92,We shall arrive properly or you will,never,be,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,205,93,Sam felt proud when,he,he,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1150,94,He put his hands in his pockets and,leaned,felt,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,997,95,The gate,was,opened,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,887,96,He drove,his,up,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,555,97,He was leaning against,his,the,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,584,98,John,gave,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,61,99,Five will be,listening,enough,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1002,100,"The gate was double, one huge mass",of,of,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1468,101,I cant see any amount of talk getting you out of,this,this,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1497,102,Andy felt good when,he,he,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1271,103,Michael knew they never hit him and that,was,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,220,104,Steve,sat,is,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,793,105,Men,could,are,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,124,106,She,couldnt,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,127,107,She couldnt help feel,for,stupid,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1014,108,"The gathered villagers took a step back, almost as",one,the,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1490,109,I mostly just pick a dry white and drink,it,it,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1322,110,The last thing Alex,felt,knew,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1427,111,He let Donald go and he,fell,felt,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,726,112,His men will not follow,him,him,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,113,He,heaved,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,17,114,Helen,ran,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1656,115,They say he can breathe fire and kill a man with a single,word.,blow,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,589,116,John gave Bernard a hard slap,on,which,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1407,117,From the moment we leave this spot be very careful,what,about,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1187,118,In,the,the,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1053,119,You know that I will do whatever you,ask,want,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1544,120,One by one,she,they,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,796,121,Men could be paid,to,more,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,279,122,The bored looking soldier continued looking,bored.,around,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1330,123,The,truck,bird,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1460,124,I cant see,any,what,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,125,He,heaved,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1131,126,He folded his arms across his chest and put out his,lip.,legs,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1595,127,If I have time,at,to,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1066,128,A,smile,person,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,463,129,There will be men to kill,either,me,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1203,130,In the morning at breakfast Mike,smiled,said,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1061,131,You shouldnt have been racing my,truck,mind,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,871,132,Despite what Frank had told her,Ellen,she,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,490,133,Dont die of,cold,corona,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,846,134,She would soon be found if she tried to,hide.,escape,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,819,135,Jacques sighed and tried to move out of the,way.,chair,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1592,136,If,I,only,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1527,137,Bob sat at the entrance to the warehouse and made,up,his,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,155,138,Alice is,looking,in,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1515,139,Billy knocked on the door and waited till he was,told,asked,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,692,140,Whether Peter heard him or,not,not,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,734,141,Ill break your neck,if,if,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1331,142,The truck,was,is,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1574,143,He rose from his seat and stopped mid way,when,to,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,437,144,Tell,me,me,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,824,145,Jamie took a cigarette and,Andy,lit,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,684,146,Underneath the table her hand,was,gripped,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1089,147,Finally Maria,sat,knew,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,742,148,Ian gave Geoffrey,a,his,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,57,149,A tube train took,his,longer,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1130,150,He folded his arms across his chest and put out,his,a,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,970,151,Run along home now and,bring,play,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,551,152,He smiled when she let out a big,yawn.,sigh,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,566,153,I was thinking of getting the band,together,together,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1697,154,I know Richard drinks a little too much and has a bit of,a,a,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,698,155,You give me,a,something,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,156,He,heaved,waited,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1155,157,He was,built,tall,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,39,158,This mans hair,is,is,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,352,159,He slammed the knife down on the,lamb.,table,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1389,160,Bruce is looking for,someone,someone,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1045,161,You know better than to talk to your mother like,that.,that,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,333,162,He called,out,her,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1537,163,Brian sat down at an empty table and,began,thought,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1525,164,Bob sat at the entrance to the warehouse,and,and,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,505,165,He heaved,his,a,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,36,166,Things were looking up,again.,but,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1531,167,Brian sat,down,down,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1545,168,One by one she,placed,put,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,542,169,He sighed and walked back to the,wood,bedroom,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,763,170,Jimmy liked the fact they were,calling,together,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,820,171,Jamie,took,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,622,172,Charles felt sick to the pit of,his,his,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,358,173,He staggered into the chair at,his,fell,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,903,174,He held his mother tight and she cried,into,into,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1641,175,The speaker turned to her with a smile and a bow,of,and,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,64,176,Gordon,felt,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,376,177,Let us leave,these,this,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,672,178,They,turned,were,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,179,He,heaved,knew,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1140,180,He had another shock when they told him he,was,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,586,181,John gave Bernard,a,a,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,77,182,He needed putting in,his,place,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,91,183,Hes broken his,wrists,arm,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1347,184,They stared at the black wall and,now,waited,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,380,185,Let us leave these poor people in,peace.,peace,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1576,186,He rose from his seat and stopped mid way when Joe,glared,interrupted,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1043,187,You know better than to talk to your,mother,mouth,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1229,188,It is not the most fragrant of places but we,make,can,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1619,189,The police,officer,came,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,930,190,Ken just hoped he wasnt,taking,too,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1542,191,One,by,after,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,199,192,Looks like a walk,did,from,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,610,193,Andrew closed the,office,window,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,504,194,He,heaved,was,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1249,195,Let us give battle to these foreign snakes,once,who,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,835,196,Joseph walked into the office and removed,his,his,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1173,197,"I am trying, old man, but I would rather",kill,die,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,174,198,He probably doesnt,want,know,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,837,199,Joseph walked into the office and removed his flat,cap.,cap,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,1153,200,He put his hands in his pockets and leaned against the,truck.,wall,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
QAHFTR,1,391,201,William sat down and,tucked,sighed,21.0,Female,High school diploma/A-levels,English,United Kingdom,United Kingdom,United Kingdom
