participant_id,trial_id,stimulus,best,worst,rt
325804,2,bedroom - kitchen; wanton - caldera; cucumber - tea; mammal - pelican,bedroom - kitchen,wanton - caldera,9604
325804,3,chips - movement; amphibian - berry; midfield - badger; apartment - valley,amphibian - berry,apartment - valley,20358
325804,4,hotel - pavement; ratchet - tarzan; cross - tower; vegetable - food,vegetable - food,ratchet - tarzan,11400
325804,5,guy - people; pump - bra; church - white; bedroom - room,bedroom - room,church - white,29779
325804,6,tram - tramway; sociologist - nondescript; bantam - slot; footwear - bryophyte,tram - tramway,footwear - bryophyte,14812
325804,7,comet - trunk; sander - hut; sour - lemon; reverend - sandgrouse,sour - lemon,reverend - sandgrouse,12349
325804,8,employee - tutor; dip - chip; pug - puppy; hippodrome - coriander,pug - puppy,hippodrome - coriander,6525
325804,9,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,10815
325804,10,shirt - sock; pasture - grass; dale - coat; harbour - sink,pasture - grass,dale - coat,12200
325804,11,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,sandwich - dale,12080
325804,12,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,knife - sword,baker - pretzel,10989
325804,13,cabinet - kitchen; racket - tennis; iva - train; accumulator - cayman,racket - tennis,accumulator - cayman,6265
325804,14,candy - chocolate; blue - violet; atlas - map; boxer - diner,candy - chocolate,boxer - diner,7662
325804,15,furniture - room; agua - tetra; shoulder - arm; billboard - sign,shoulder - arm,agua - tetra,6733
325804,16,hamster - lock; orchid - shifter; twig - crack; uphill - gravy,twig - crack,uphill - gravy,10027
325804,17,desk - cat; bird - mallard; jean - shirt; aboriginal - nacelle,bird - mallard,aboriginal - nacelle,12025
325804,18,domicile - bullfinch; receptacle - viaduct; bath - bedroom; sander - oca,receptacle - viaduct,domicile - bullfinch,8885
325804,19,collar - skirt; bread - salad; blade - knife; fruit - sweet,blade - knife,bread - salad,8633
325804,20,ram - sheep; hat - jean; apartment - beach; apron - maid,ram - sheep,apartment - beach,5977
325804,21,guard - security; camping - tent; pet - puppy; weald - beanie,camping - tent,weald - beanie,7164
325804,22,tiger - orange; mop - floor; ball - bat; pet - poster,ball - bat,pet - poster,9646
325804,23,lover - fighter; inhaler - volcano; blue - yellow; cherry - meat,blue - yellow,inhaler - volcano,8990
325804,24,dragonfly - wine; basket - driver; punch - thatch; swan - machine,basket - driver,dragonfly - wine,21098
325804,25,powder - face; calculator - surgeon; boot - cliff; blouse - hair,powder - face,calculator - surgeon,11741
325804,26,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,butterfly - blood,6248
325804,27,kitchen - porch; form - drummer; notebook - folder; attire - hip,kitchen - porch,form - drummer,9266
325804,28,lord - christ; cheetah - soup; field - corn; failure - chilean,field - corn,failure - chilean,14237
325804,29,rep - stakeholder; blue - purple; chipmunk - wolf; authority - print,chipmunk - wolf,authority - print,21484
325804,30,man - stand; bucket - water; microwave - oven; reptile - rodent,microwave - oven,man - stand,17266
325804,31,belly - draw; bench - mask; dandelion - yellow; tub - bucket,tub - bucket,bench - mask,6800
325804,32,oregano - spice; bakery - cafe; orange - raspberry; chair - table,bakery - cafe,oregano - spice,8058
325804,33,baseball - basketball; cousin - reptile; specialist - longhorn; horn - instrument,baseball - basketball,cousin - reptile,8645
325804,34,declarer - scientist; swing - park; heroine - hart; undulation - songwriter,swing - park,declarer - scientist,4552
325804,35,bucket - girl; cathedral - step; rum - coke; furniture - pizza,cathedral - step,furniture - pizza,6402
325804,36,scotch - tape; seam - thread; family - friend; durham - dreadnought,family - friend,durham - dreadnought,6196
325804,37,superior - chieftain; support - chip; carrot - salad; harbour - ship,harbour - ship,support - chip,10682
325804,38,ewe - lamb; grape - vine; dreadnought - fossa; captive - candy,ewe - lamb,captive - candy,4347
325804,39,bathroom - bed; hull - heart; whale - bedsit; hotel - house,hotel - house,whale - bedsit,5247
325804,40,cardinal - tail; wicker - scoter; capercaillie - casino; cattle - horse,cattle - horse,cardinal - tail,6878
325804,41,brahma - capercaillie; silk - satin; bottom - floor; shellfish - kirk,silk - satin,brahma - capercaillie,5633
325804,42,dustpan - door; mandrake - gemma; d - frog; craft - game,dustpan - door,d - frog,8672
325804,43,hip - fireplace; outbuilding - handyman; crisp - zoo; brittle - peanut,brittle - peanut,crisp - zoo,12759
325804,44,viola - violin; cape - ambulance; underwear - girl; orange - shop,viola - violin,orange - shop,31471
325804,45,butterfly - hummingbird; lackey - footman; pigeon - round; hoopoe - ale,butterfly - hummingbird,pigeon - round,9294
325804,46,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,submarine - football,6448
325804,47,empress - tails; roadrunner - guinness; grey - pink; amazon - guildhall,grey - pink,roadrunner - guinness,8315
325804,48,dough - doughnut; file - frame; daffodil - plant; mother - male,daffodil - plant,file - frame,6001
325804,49,shovel - sand; watch - plane; fabric - material; priest - sharer,fabric - material,priest - sharer,7853
325804,50,dessert - raspberry; towpath - forger; pepper - sunflower; bay - harbour,bay - harbour,dessert - raspberry,9829
325804,51,imam - headland; steamship - chimpanzee; bath - towel; concrete - swan,bath - towel,concrete - swan,6528
325804,52,downtown - lock; purple - white; router - weald; durham - stob,purple - white,durham - stob,14305
325804,53,fabric - wool; chimpanzee - snake; confessional - precipice; chapel - priest,chapel - priest,confessional - precipice,291042
325804,54,megalith - airbrush; brick - porch; coke - pepsi; key - motor,coke - pepsi,megalith - airbrush,6072
325804,55,apple - orange; steel - wing; pop - soda; shelf - desk,pop - soda,shelf - desk,9548
330917,1,steer - drive; spool - shell; ice - sheep; sepulchre - windscreen,steer - drive,sepulchre - windscreen,12019
330917,2,suitcase - luggage; garage - garden; treacle - pilgrim; towpath - roll,suitcase - luggage,treacle - pilgrim,11807
330917,3,mammal - monkey; grain - employer; amphibian - pelican; bikini - pizza,mammal - monkey,bikini - pizza,9106
330917,4,ditch - hole; screw - driver; blue - sky; myrtle - lather,blue - sky,myrtle - lather,12130
330917,5,basement - spitz; orange - strawberry; dog - terrier; flap - flop,orange - strawberry,basement - spitz,11370
330917,6,rail - station; beauty - peacock; apron - maid; moorhen - agua,rail - station,moorhen - agua,9050
330917,7,entertainer - bracken; collet - tree; surface - people; ditch - concert,ditch - concert,collet - tree,29665
330917,8,essence - knife; airplane - market; gull - reptile; chantry - dishwasher,gull - reptile,airplane - market,29570
330917,9,antiaircraft - bryophyte; craftsman - artisan; hornet - drive; bed - breakfast,craftsman - artisan,antiaircraft - bryophyte,370333
330917,10,friend - stop; cemetery - cone; rabbi - toothbrush; belt - strap,belt - strap,rabbi - toothbrush,6306
330917,11,dress - shirt; door - kitchen; monarch - butterfly; drill - bit,dress - shirt,monarch - butterfly,12578
330917,12,concrete - pin; pantry - lisle; machine - washer; plant - bush,plant - bush,concrete - pin,6185
330917,13,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,willow - rainbow,7313
330917,14,watch - plane; tumulus - cutaway; bunny - adventurer; duck - mallard,bunny - adventurer,watch - plane,9099
330917,15,finger - follower; orange - shade; mill - sunflower; cherry - vine,cherry - vine,orange - shade,8648
330917,16,airplane - camera; merino - luger; agitator - pluralist; mammal - rope,merino - luger,airplane - camera,10930
330917,17,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,sandwich - dale,6881
330917,18,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,10050
330917,19,ash - ashtray; bath - flag; monster - shell; petal - plant,petal - plant,bath - flag,9529
330917,20,carton - box; net - auditor; aspen - shrimp; coax - keyboardist,carton - box,aspen - shrimp,11594
330917,21,bird - eagle; japan - china; formation - accompanist; feline - pet,japan - china,formation - accompanist,12490
330917,22,furniture - pizza; floor - tile; bird - hawk; carrot - soup,bird - hawk,furniture - pizza,4721
330917,23,rack - bike; piano - key; post - tulip; pocketbook - purse,piano - key,post - tulip,7297
330917,24,superhighway - skylark; dad - waiter; colt - shovel; boxer - child,superhighway - skylark,colt - shovel,27984
330917,25,clamp - tool; blackwood - kampong; fabric - material; lapwing - telly,fabric - material,lapwing - telly,5849
330917,26,tattoo - plaque; enamel - settee; foundry - owl; memory - rule,foundry - owl,tattoo - plaque,7629
330917,27,ski - skirt; tread - float; cafe - lunch; recliner - chair,cafe - lunch,ski - skirt,9666
330917,28,knife - ski; building - concrete; hawk - reptile; floor - skyscraper,building - concrete,knife - ski,9714
330917,29,apartment - valley; geyser - escapement; man - stand; dandelion - yellow,dandelion - yellow,geyser - escapement,8993
330917,30,bread - dessert; fungus - duck; saltine - cracker; dog - puppy,dog - puppy,fungus - duck,11438
330917,31,pastry - danish; hatter - archbishop; freckle - pen; arroyo - diode,pastry - danish,arroyo - diode,9786
330917,32,adder - polo; club - shirt; bath - wine; launch - white,club - shirt,adder - polo,7674
330917,33,idol - rose; pink - violet; beef - salad; hill - devil,pink - violet,hill - devil,4922
330917,34,seat - life; herder - elbow; black - yellow; steep - escape,steep - escape,seat - life,46137
330917,35,arrow - boxer; book - oyster; back - enemy; squash - reef,back - enemy,book - oyster,6756
330917,36,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,knife - sword,couch - bathtub,7866
330917,37,ceramic - church; vodka - tonic; margate - headland; sitar - precipice,vodka - tonic,sitar - precipice,13586
330917,38,monk - priest; nail - doe; captive - candy; hill - rust,monk - priest,nail - doe,5522
330917,39,court - judge; linen - shark; hinge - swing; chicken - meat,court - judge,linen - shark,10947
330917,40,monkey - pumpkin; field - yellow; range - tan; conservatoire - overcoat,field - yellow,monkey - pumpkin,26050
330917,41,bakery - zebra; black - pink; private - watch; schooner - crow,private - watch,schooner - crow,6688
330917,42,art - cheese; antique - furniture; reptile - stork; hobby - cubicle,antique - furniture,art - cheese,6401
330917,43,herb - garden; clothes - hat; shrine - temple; flood - dam,herb - garden,flood - dam,7562
330917,44,dermatologist - pollard; hill - mountain; city - sidewalk; musician - pave,city - sidewalk,dermatologist - pollard,12594
330917,45,cassette - dale; mint - yard; pet - poster; dip - chip,mint - yard,cassette - dale,59842
330917,46,plum - pudding; chopper - swing; squid - octopus; temple - church,squid - octopus,plum - pudding,8106
330917,47,popcorn - butter; soldier - goose; shirt - white; rep - stakeholder,shirt - white,soldier - goose,4981
330917,48,towel - wigeon; eagle - washer; grey - yellow; outbuilding - handyman,grey - yellow,outbuilding - handyman,13682
330917,49,paste - superman; plain - chinchilla; dictator - lamb; corral - stein,plain - chinchilla,paste - superman,8384
330917,50,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,butterfly - blood,6442
330917,51,heron - boxcar; checkout - dunlin; hoe - garden; spit - mouth,spit - mouth,hoe - garden,5882
330917,52,dog - pug; soda - pepsi; daisy - plant; nag - oven,soda - pepsi,nag - oven,7339
330917,53,blouse - hair; camp - hound; can - mill; kiss - lip,kiss - lip,blouse - hair,10290
330917,54,club - hockey; chip - meat; sheep - wool; paddy - wagon,sheep - wool,chip - meat,33410
330917,55,ravine - pap; fondue - heron; lift - canna; burger - salad,burger - salad,fondue - heron,12810
424699,1,wear - dress; lunch - restaurant; base - guitar; ceiling - wall,ceiling - wall,wear - dress,15325
424699,2,petal - shade; ceramic - floor; lupin - visor; fiber - cereal,ceramic - floor,lupin - visor,17188
424699,3,cylinder - floor; wicker - scoter; halibut - calypso; castle - sand,castle - sand,halibut - calypso,56879
424699,4,hay - flatmate; willow - raspberry; button - push; kettle - dancer,willow - raspberry,button - push,19984
424699,5,reeve - pulp; nail - doe; coast - actor; wagon - toy,wagon - toy,reeve - pulp,19260
424699,6,lamb - mother; crocodile - mall; pc - nematode; mule - pull,lamb - mother,crocodile - mall,15991
424699,7,plain - rotunda; breakfast - dinner; cellphone - geyser; shed - contact,breakfast - dinner,shed - contact,9004
424699,8,fuji - superior; moorhen - agua; bikini - swimsuit; pink - violet,bikini - swimsuit,moorhen - agua,16696
424699,9,sock - stocking; ancient - city; bakery - cafe; blanc - huntress,bakery - cafe,blanc - huntress,12425
424699,10,chicken - soup; vintage - zebra; orange - shade; guy - kid,guy - kid,chicken - soup,8095
424699,11,costume - string; lion - tiger; chair - coffee; crescent - goose,lion - tiger,crescent - goose,9041
424699,12,pile - tiger; oak - twig; canine - terrier; daisy - pink,canine - terrier,pile - tiger,9280
424699,13,compress - calypso; timothy - reversible; burger - sandwich; captive - candy,burger - sandwich,timothy - reversible,7107
424699,14,garbage - jean; noose - monolingual; brick - concrete; bed - ceiling,brick - concrete,bed - ceiling,6491
424699,15,fin - carpet; horn - instrument; salad - sandwich; clarinet - flute,clarinet - flute,fin - carpet,7737
424699,16,tourist - camera; escarpment - columbine; art - drive; hill - earthwork,hill - earthwork,tourist - camera,9907
424699,17,shade - jaguar; scandinavian - loaf; draw - chaise; steady - skiing,draw - chaise,scandinavian - loaf,28898
424699,18,gate - hotel; hound - city; latino - rendering; grey - pink,gate - hotel,hound - city,10243
424699,19,goose - swan; truck - vehicle; berry - fly; breakfast - room,goose - swan,breakfast - room,6790
424699,20,case - lid; dermatologist - valerian; shed - vireo; motor - iva,case - lid,dermatologist - valerian,10078
424699,21,mara - garbage; jar - spaghetti; candidate - bed; rabbi - toothbrush,jar - spaghetti,rabbi - toothbrush,11485
424699,22,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,submarine - football,6975
424699,23,uniform - shop; electrician - ring; stamp - card; lip - tongue,stamp - card,uniform - shop,10499
424699,24,baseball - club; breakfast - queen; line - street; parrot - pelican,baseball - club,breakfast - queen,6212
424699,25,mirror - raspberry; bartender - tongue; motorcycle - kiss; hypnotist - sceptic,hypnotist - sceptic,motorcycle - kiss,14860
424699,26,food - fruit; foundation - base; kitchen - wedding; male - man,male - man,kitchen - wedding,14423
424699,27,kitchen - room; ditch - concert; hotel - restaurant; dip - chip,hotel - restaurant,ditch - concert,10239
424699,28,building - floor; brick - roof; building - zombie; guy - people,brick - roof,building - zombie,13153
424699,29,breakfast - people; fullback - tortoise; grain - wheat; newspaper - have,grain - wheat,newspaper - have,8765
424699,30,skillet - pan; plant - skate; headland - ladybird; rock - bike,skillet - pan,rock - bike,12230
424699,31,flower - purple; tattoo - plaque; grower - geyser; bread - cliff,tattoo - plaque,bread - cliff,11422
424699,32,hamster - lock; down - nut; jean - map; mammal - reptile,mammal - reptile,hamster - lock,14063
424699,33,bedside - bungee; downtown - ruin; restaurant - sushi; raspberry - bike,downtown - ruin,bedside - bungee,13085
424699,34,ditch - hole; mousse - roof; basement - flag; playground - slide,ditch - hole,basement - flag,4851
424699,35,hummingbird - reptile; blood - vein; fruit - strawberry; cafe - shop,cafe - shop,hummingbird - reptile,14854
424699,36,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,butterfly - blood,5435
424699,37,wicker - hand; machine - sketch; memory - rule; bear - son,bear - son,wicker - hand,10617
424699,38,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,sandwich - dale,6540
424699,39,marigold - toner; ewe - lamb; pastry - doughnut; hatch - bluff,ewe - lamb,hatch - bluff,8478
424699,40,gingham - hammerhead; stock - market; hawk - reptile; mammal - nest,gingham - hammerhead,stock - market,20405
424699,41,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,knife - sword,couch - bathtub,8715
424699,42,diner - sushi; toast - destroyer; rabbit - stop; finger - follower,diner - sushi,toast - destroyer,12318
424699,43,nest - twig; goose - locomotive; sociologist - nondescript; sweet - wine,nest - twig,goose - locomotive,6042
424699,44,pintail - elevation; stob - weekender; microwave - oven; gun - pizza,microwave - oven,gun - pizza,5929
424699,45,gearbox - hay; shore - valley; fountain - hill; architecture - table,shore - valley,gearbox - hay,9798
424699,46,dale - coat; mammal - monkey; bagel - shop; carpenter - push,mammal - monkey,dale - coat,10156
424699,47,flamingo - scoreboard; petal - plant; grape - wine; bedroom - ceiling,petal - plant,flamingo - scoreboard,6562
424699,48,messuage - wanton; shade - whale; peak - best; ben - novelty,peak - best,ben - novelty,20142
424699,49,furniture - pizza; ski - bell; costume - clothes; stob - cruiserweight,costume - clothes,furniture - pizza,9869
424699,50,bird - nest; chips - movement; beauty - peacock; saltine - cracker,saltine - cracker,chips - movement,9280
424699,51,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,6155
424699,52,billboard - sign; bedroom - floor; beef - chicken; formation - lobe,billboard - sign,formation - lobe,13484
424699,53,sander - hut; nest - reptile; cabin - family; mousse - rat,sander - hut,mousse - rat,16547
424699,54,line - temple; lord - christ; diameter - circle; jean - skirt,lord - christ,jean - skirt,11057
424699,55,employee - college; clothes - sock; boot - habit; koala - tanker,clothes - sock,koala - tanker,8694
445281,1,blue - white; scoter - stubble; blouse - shirt; newsstand - magazine,blouse - shirt,newsstand - magazine,12586
445281,2,junior - son; king - queen; bit - bite; concrete - school,king - queen,concrete - school,22887
445281,3,assessor - novelist; pig - hog; leopard - gunner; capercaillie - rom,pig - hog,leopard - gunner,15527
445281,4,rum - coke; drunk - alcohol; serf - slav; cabinet - push,rum - coke,cabinet - push,12677
445281,5,bird - flamingo; whale - bus; dessert - orange; hole - ground,bird - flamingo,whale - bus,10242
445281,6,hare - turtle; office - sun; roach - motel; female - male,female - male,roach - motel,34472
445281,7,block - brick; hammock - swing; donut - panda; silk - circle,block - brick,donut - panda,12455
445281,8,surface - people; button - sticker; balaclava - weald; grind - freudian,button - sticker,surface - people,14961
445281,9,lapwing - telly; cloak - temple; contractor - help; seat - table,seat - table,cloak - temple,17253
445281,10,compass - stopwatch; walnut - pear; pencil - hammer; oak - ocean,compass - stopwatch,oak - ocean,18467
445281,11,devil - club; bath - wine; garlic - onion; piano - wolf,garlic - onion,piano - wolf,14975
445281,12,pantry - oregano; cheerleader - rock; aquarium - tank; pudding - chocolate,aquarium - tank,cheerleader - rock,13890
445281,13,baker - pretzel; tulip - grass; knife - sword; couch - bathtub,knife - sword,baker - pretzel,13340
445281,14,stopper - lid; scoop - shovel; knife - ski; bridge - span,scoop - shovel,bridge - span,13430
445281,15,gull - mallard; spaghetti - sauce; cabbage - peanut; light - shed,gull - mallard,spaghetti - sauce,24073
445281,16,dunlin - hotel; hotel - sand; brick - layer; park - skate,dunlin - hotel,brick - layer,24218
445281,17,spool - shell; oval - office; ruin - swimsuit; baseball - basketball,baseball - basketball,ruin - swimsuit,12817
445281,18,petal - rose; chicken - soup; animal - cattle; timothy - reversible,animal - cattle,chicken - soup,11936
445281,19,dough - doughnut; latch - key; dessert - diner; copt - translator,latch - key,dessert - diner,14053
445281,20,litter - fall; side - bite; cauliflower - broccoli; chantry - dishwasher,cauliflower - broccoli,chantry - dishwasher,12515
445281,21,fruit - sunflower; highland - defibrillator; crow - hawk; xerox - knoll,crow - hawk,highland - defibrillator,10257
445281,22,porch - roof; cobbler - peach; floor - room; spray - hair,porch - roof,spray - hair,11245
445281,23,cat - feline; iva - train; chime - bell; circle - square,chime - bell,circle - square,11275
445281,24,wheat - hay; plenipotentiary - troposphere; blade - iron; marigold - toner,wheat - hay,blade - iron,14912
445281,25,gull - reptile; guy - poodle; java - tofu; bone - chicken,java - tofu,guy - poodle,11178
445281,26,pants - blanket; airplane - storch; wife - mother; sandwich - dale,wife - mother,pants - blanket,13008
445281,27,ceiling - mug; clamp - tool; brim - farmstead; kiss - lip,clamp - tool,kiss - lip,11299
445281,28,fall - spring; maze - toner; vodka - forward; dad - waiter,dad - waiter,fall - spring,42625
445281,29,gun - axe; willow - rainbow; submarine - football; nail - screw,nail - screw,submarine - football,9898
445281,30,ring - pizza; tiger - leopard; butterfly - blood; bear - toddler,tiger - leopard,bear - toddler,6754
445281,31,bleu - jockey; sandgrouse - glengarry; pasta - spaghetti; lantern - oak,pasta - spaghetti,bleu - jockey,8681
445281,32,jar - spaghetti; feline - pumpkin; cross - tower; black - pigeon,cross - tower,jar - spaghetti,9154
445281,33,game - husky; cooler - wine; cat - purple; flower - pink,cooler - wine,cat - purple,11867
445281,34,black - blue; castle - sand; car - salad; extension - sloth,black - blue,car - salad,17751
445281,35,hummingbird - mallard; swift - bar; celery - carrot; cork - taira,celery - carrot,cork - taira,10258
445281,36,fanatic - commissioner; antiaircraft - bryophyte; logger - huck; soybean - pulse,soybean - pulse,logger - huck,11675
445281,37,crowd - radio; jail - prison; shasta - xhosa; button - grey,jail - prison,crowd - radio,10564
445281,38,barrier - reef; parrot - wing; burger - dessert; bowl - plate,bowl - plate,barrier - reef,11144
445281,39,button - push; jar - ounce; bedroom - door; subcontractor - equal,button - push,jar - ounce,9633
445281,40,levee - muller; turnstile - mongoose; dinner - supper; paper - tattoo,dinner - supper,levee - muller,11181
445281,41,foot - toe; couch - ring; shoulder - arm; knoll - investor,shoulder - arm,knoll - investor,13940
445281,42,lecturer - translator; shrine - temple; coyote - megalith; zooplankton - hay,shrine - temple,zooplankton - hay,10045
445281,43,cap - dish; underwear - girl; bottle - wine; jean - map,cap - dish,underwear - girl,10183
445281,44,telegraph - glacier; setter - boards; translator - iva; collet - tree,setter - boards,collet - tree,10149
445281,45,bedroom - downtown; coffee - life; wash - web; chaffinch - bedroom,coffee - life,wash - web,12176
445281,46,rail - train; chalk - diamond; sweet - wine; stew - salt,chalk - diamond,sweet - wine,8685
445281,47,carburettor - watchtower; field - corn; hickory - oystercatcher; latch - motorcycle,field - corn,hickory - oystercatcher,8157
445281,48,fungus - plant; pepper - soup; palm - twig; sofa - bed,sofa - bed,pepper - soup,9437
445281,49,basket - driver; food - meat; cinnamon - toast; middleman - creeper,food - meat,cinnamon - toast,12599
445281,50,saloon - general; fishing - rainbow; chocolate - dessert; hat - jean,hat - jean,fishing - rainbow,12470
445281,51,hypnotist - sceptic; tulip - flower; cape - coral; shelf - desk,shelf - desk,cape - coral,17141
445281,52,dandelion - yellow; insect - plant; seatbelt - straw; catch - ball,seatbelt - straw,insect - plant,10185
445281,53,machine - wash; concert - piano; trogon - homestead; apartment - floor,apartment - floor,concert - piano,8495
445281,54,hair - redhead; parrot - reptile; birth - dunlin; disc - compact,parrot - reptile,birth - dunlin,10882
445281,55,bantamweight - antbird; cafe - coffee; lemming - warehouse; meat - pepper,meat - pepper,lemming - warehouse,14807
