participant_id,age,trial_order,stimulus,response1,response2,response3,response4,response5,response6,response7,response8,response9,response10
112571,45.0,9,beverage,drink,wet,ice,order,glass,bar,waitress,measure,cocktail,garnish
112571,45.0,10,bird,feather,nest,call,flight,bread,seed,dive,shred,kill,soar
112571,45.0,11,attire,suit,dress,evening,invite,shoes,tie,purse,jewelry,out,floor
112571,45.0,12,snake,slither,reptile,rabbit,venom,jungle,bite,scales,jaw,boots,chaps
112571,45.0,13,not,decline,transfer,without,be,here,reject,deny,constrict,dismiss,truck
112571,45.0,14,right,left,wring,center,wing,evil,direction,instruct,opposite,hand,spectrum
116714,22.0,0,caffeine,coffee,energy,buzz,tired,treat,headache,concentrate,fiber,tasty,black
116714,22.0,1,say,voice,words,speak,communicate,talk,sentence,democracy,speech,question,shout
116714,22.0,2,scrap,throw,bin,leftovers,delete,chuck,bits,tidy,mess,fight,conflict
116714,22.0,3,mechanical,nuts,bolts,screw,nail,wheel,engineer,oiled,robot,car,machine
116714,22.0,4,zest,lemon,orange,lime,fruity,enthusiasm,peel,citrus,interest,slang,commitment
116714,22.0,5,record,note,music,vintage,player,winning,world,write,recorder,olympic,track
116714,22.0,6,lightheaded,dizzy,weak,scared,hungry,sugar,faint,sit,surprised,shock,ill
116714,22.0,7,sling,shot,throw,lift,arm,break,cloth,stone,heal,fabric,broken
116714,22.0,8,mammal,mammoth,human,land,elephant,monkey,gorilla,classification,dog,cat,horse
116714,22.0,9,legend,living,iconic,big,icon,impressive,respected,unique,winner,brilliant,worthy
116714,22.0,10,regret,sadness,nostalgia,fear,mistake,shame,wrong,choices,worry,incorrect,youth
116714,22.0,11,slay,kill,destroy,end,iconic,success,win,good,impressive,fashionable,cool
116714,22.0,12,shove,hit,hurt,push,aggressive,violent,petty,angry,frustration,forceful,childish
116714,22.0,13,vote,democracy,say,voice,contribute,government,election,ballot,choice,choose,democratic
116714,22.0,14,why,what,who,where,question,ask,did,confused,betrayal,curious,inquire
117808,40.0,0,squirrel,tree,fur,basil,nuts,tail,red,grey,animal,climbing,jumping
117808,40.0,1,circus,clown,hat,lion,tricks,magic,silly,fun,family,parade,music
117808,40.0,2,loaf,bread,wheat,rye,food,butter,head,yeast,warburton,dovish,shape
117808,40.0,3,lamb,sheep,ewe,wooly,baby,food,leg,chops,easter,spring,lambing
117808,40.0,4,subtract,minus,maths,subtraction,remove,take,add,divide,multiply,algebra,calculation
117808,40.0,5,serpent,snake,slimy,boa,restriction,tongue,mythology,shape,fangs,cobra,rattle
117808,40.0,6,choir,choral,chorus,church,voices,group,singing,harmony,relaxing,tenor,bass
117808,40.0,7,snot,goo,nose,flicking,guttural,bogey,green,phlegm,picking,gross,sniff
117808,40.0,8,little,tiny,small,large,short,big,richard,lupe,mix,littler,smaller
117808,40.0,9,left,right,up,down,lefty,leftist,went,disappeared,wing,alone,divorce
117808,40.0,10,pouch,pocket,tobacco,kangaroo,couch,storage,protect,bag,sack,louse,safe
117808,40.0,11,vodka,alcohol,russia,tonic,coke,drink,soothing,potato,sauce,cocktail,consumption
117808,40.0,12,be,quiet,kind,careful,thoughtful,considerate,lazy,anything,great,successful,exciting
117808,40.0,13,turkey,thanksgiving,christmas,gobble,gander,slices,crown,leg,wing,baster,sizzler
117808,40.0,14,shrimp,prawn,sea,shell,head,leg,roll,scampi,food,swim,float
118505,23.0,0,skinny,thin,fit,healthy,standard,slim,vegetables,sporty,small,lightweight,light
118505,23.0,1,rifle,gun,soldier,hunter,war,fighting,crimes,shooting,shoot,bullet,shot
118505,23.0,2,anxious,scared,worried,quiet,socially,timid,shy,overthink,ashamed,ruminating,behaviour
118505,23.0,3,terrible,bad,awful,sad,tragic,devastated,horrific,horrible,shocking,dire,palling
118505,23.0,4,laugh,happy,funny,silly,lighthearted,laughter,children,hilarious,comedy,entertaining,fun
118505,23.0,5,want,need,seeking,desire,crave,fancy,long,yearning,,wish,hoping
118505,23.0,6,pet,dog,cat,friend,companion,fish,hamster,gerbil,guinea-pig,rabbit,fluffy
118505,23.0,7,best,winner,one,top,excel,greatest,leader,prime,trophy,race,sport
118505,23.0,8,stuff,mess,clothes,things,messy,cleaning,tidy,untidy,rubbish,waste,bin
118505,23.0,9,potato,food,irish,famine,carrots,broccoli,carbohydrate,vegetable,healthy,soup,winter
118505,23.0,10,wet,dry,swimming,pool,shower,water,drinking,glass,hydrated,thirst,quench
118505,23.0,11,aunt,uncle,family,blood,connection,niece,nephew,siblings,occasion,love,caring
118505,23.0,12,silly,funny,lighthearted,free,weird,childish,crazy,ridiculous,entertaining,goofy,ludicrous
118505,23.0,13,trousers,clothes,jeans,belt,top,t-shirt,shoes,socks,fashion,hats,scarf
118505,23.0,14,toilet,bathroom,flush,water,soap,sink,washing,brush,bin,cabinet,medication
119176,28.0,0,serpent,snake,rainforest,animal,scales,slither,tongue,long,water,egypt,danger
119176,28.0,1,circus,clown,kids,fun,animals,family,creepy,rides,fairground,entertaining,childhood
119176,28.0,2,loaf,bread,head,flour,lazy,idle,bored,bake,dough,oven,patti
119176,28.0,3,little,tiny,big,small,person,animal,fish,short,man,woman,kid
119176,28.0,4,choir,school,singing,church,people,club,performance,music,robes,entertaining,fun
119176,28.0,5,turkey,christmas,ham,chicken,animal,farm,bird,roast,wings,breast,neck
119176,28.0,6,pouch,kangaroo,money,leather,pocket,tuck,wallet,coins,spare,trousers,shirt
119176,28.0,7,snot,disgusting,child,nose,runny,sick,green,yellow,tissue,smell,dirty
119176,28.0,8,vodka,coke,alcohol,adult,smirnoff,whisky,gin,tequila,drink,drunk,party
119176,28.0,9,shrimp,fish,prawn,tail,coconut,sea,tasty,small,pink,frozen,posh
119176,28.0,10,left,right,directions,driving,hand,side,up,down,turn,out,in
119176,28.0,11,lamb,sheep,baby,farm,animal,mammal,fur,chop,tasty,food,cute
119176,28.0,12,subtract,addition,takeaway,maths,equation,school,education,simple,numbers,kids,learning
119176,28.0,13,squirrel,forest,brown,grey,vermin,nuts,teeth,cute,farm,trees,trunk
119176,28.0,14,be,bee,will,can,the,it,,okay,strong,boring,word
12362,21.0,0,intake,ingest,eat,cohort,accept,allow,year,group,digest,uptake,consume
12362,21.0,1,loyal,dog,friend,relationship,trust,moral,romance,connection,respect,faithful,cheating
12362,21.0,2,anchor,boat,ship,weight,still,water,sea,ocean,safe,stop,wait
12362,21.0,3,menthol,mint,chemistry,cigarette,singing,fresh,cold,filter,clean,sneeze,cool
12362,21.0,4,piston,minecraft,slime,pull,push,metal,lever,button,move,pressure,danger
12362,21.0,5,zone,area,location,safe,danger,place,section,theme,separate,segregate,secure
12362,21.0,6,pole,north,south,stripper,magnetic,polish,walking,snow,cold,electricity,long
12362,21.0,7,boss,manager,work,girl,slay,shift,position,power,importance,baby,silly
12362,21.0,8,permission,allow,submission,letter,slip,power,parents,school,trip,signed,request
12362,21.0,9,bless,allow,faith,god,protect,sneeze,priest,church,marriage,kind,wedding
12362,21.0,10,transportation,train,bus,bike,walk,move,car,taxi,subway,underground,tram
12362,21.0,11,mold,black,damp,wet,health,lungs,bedroom,bathroom,water,fungi,mushroom
12362,21.0,12,unit,ounce,inch,meter,litre,measure,section,illness,part,ward,bay
12362,21.0,13,still,stop,roadman,move,go,wind,air,quiet,cloud,cold,now
12362,21.0,14,score,win,lose,point,gain,above,below,board,achieve,one,two
124073,64.0,0,spend,expenditure,given,cash,debit,credit,coins,bought,services,goods,food
124073,64.0,1,vow,promise,oath,honesty,virtue,bond,word,broken,barrier,strength,pledge
124073,64.0,2,camping,sitting,waiting,tent,caravan,discomfort,struggle,nature,field,wet,waterlogged
124073,64.0,3,pickles,vinegar,preserve,acidity,mixture,gherkin,radish,onion,confused,kitchen,winter
124073,64.0,4,procedure,process,order,form,rules,restrictions,safety,comfort,service,rigid,turgid
124073,64.0,5,recliner,chair,sofa,leaning,backwards,angled,resting,relaxing,supportive,doze,repose
124073,64.0,6,obey,order,command,instruct,direct,impose,law,chaos,dictate,force,rules
124073,64.0,7,blind,blank,invisible,eyes,accident,blinkered,unseeing,confused,entrenched,closed,struggle
124073,64.0,8,repeat,again,boring,nostalgia,television,burp,pardon,regular,habit,habitual,routine
124073,64.0,9,marble,orb,sphere,game,collection,stone,smooth,shinny,statue,sculpture,expensive
124073,64.0,10,triangle,equal,geometry,pythagoras,three,instrument,played,structure,pyramid,,points
124073,64.0,11,process,procedure,order,routine,business,instructions,rules,guidance,follow,enforced,oversees
124073,64.0,12,cathedral,tall,tower,worship,church,gargoyles,old,large,granite,nan,christian
124073,64.0,13,messy,unclean,disorder,confused,dirty,random,chaos,free,creative,unkept,hair
124073,64.0,14,thought,ideas,head,brain,creative,philosophy,care,feelings,emotions,human,complex
124198,33.0,0,pad,note,sanitary,lock,gate,text,number,elbow,knee,shin,seat
124198,33.0,1,oar,boat,canoe,rower,rowing,river,lake,pond,outdoors,activities,water
124198,33.0,2,beginner,starter,new,fresh,induction,reception,amateur,rookie,uninitiated,hazing,noob
124198,33.0,3,braces,teeth,mouth,x-ray,dentist,gross,hygiene,brushing,cleaning,straightening,metal
124198,33.0,4,brake,stop,end,terminate,car,pad,,halt,cease,finish,abrupt
124198,33.0,5,retreat,holiday,cabin,hotel,skiing,hut,log,relaxation,vacation,remote,mountains
124198,33.0,6,claims,insurance,accident,injury,incident,argues,counters,,owns,possesses,wants
124198,33.0,7,sap,tree,syrup,bark,wood,rubber,blood,sticky,slow,surgery,process
124198,33.0,8,salesman,trick,conman,door,retail,networking,pyramid,money,profit,art,presentation
124198,33.0,9,radiator,heat,warm,water,boiler,temperature,radiation,drying,white,metal,bleeding
124198,33.0,10,occupation,job,work,labour,employment,salary,wage,promotion,career,prospect,manager
124198,33.0,11,pardon,sorry,what,clemency,commute,excuse,forgive,repeat,again,misheard,missed
124198,33.0,12,stocking,tight,nan,socks,pants,clothes,presents,christmas,pair,woman,cotton
124198,33.0,13,relativity,theory,nuclear,science,physics,chemistry,biology,einstein,university,professor,quantum
124198,33.0,14,buck,dollar,stop,trend,break,horse,donkey,animal,money,,
130137,37.0,0,web,spider,intricate,delicate,fragile,thread,silk,internet,browsing,searching,network
130137,37.0,1,organ,heart,liver,brain,lungs,tissue,donation,body,transplant,kidney,vital
130137,37.0,2,suede,leather,soft,fabric,shoes,texture,brown,material,jacket,smooth,fashion
130137,37.0,3,smog,fog,haze,pollution,air,city,cloud,toxic,industrial,smoke,choking
130137,37.0,4,wall,building,bricks,wallpaper,paint,support,room,divide,concrete,stone,graffiti
130137,37.0,5,mushroom,fungi,toadstool,truffle,forest,earth,nature,stalk,button,food,soup
130137,37.0,6,chapel,church,cathedral,prayer,alter,worship,pews,religion,faith,wedding,vows
130137,37.0,7,truth,honest,fact,justice,knowledge,proof,evidence,certainty,trust,reality,wisdom
130137,37.0,8,sex,intimacy,pleasure,love,desire,relationship,attraction,affection,passion,orgasm,connection
130137,37.0,9,peace,harmony,calm,unity,love,quiet,hope,tolerance,meditation,serenity,freedom
130137,37.0,10,adult,mature,responsibility,independence,work,grown,experience,knowledge,autonomy,aging,career
130137,37.0,11,vulnerable,fragile,weak,exposed,sensitive,open,fear,susceptible,helpless,lonely,tender
130137,37.0,12,reflection,mirror,image,thought,perspective,insight,mindfulness,contemplation,consideration,awareness,introspection
130137,37.0,13,response,reply,answer,feedback,engagement,communication,correspondence,explanation,acknowledgement,confirmation,statement
130137,37.0,14,live,life,birth,breath,survive,present,pulse,exist,soul,active,reality
134607,43.0,0,thought,think,mind,brain,concentrate,worry,anxiety,myth,ponder,wonder,conclude
134607,43.0,1,process,action,think,access,wonder,gauge,accept,learn,concentrate,thought,ponder
134607,43.0,2,camping,tent,bag,nature,picnic,birds,bears,cold,welly,caravan,site
134607,43.0,3,recliner,chair,leather,brown,furniture,man,dad,comfy,relax,television,lounge
134607,43.0,4,procedure,surgical,exam,serious,doctors,surgeons,medical,route,events,action,direction
134607,43.0,5,spend,money,time,debt,shopping,food,fun,games,dates,bank,cash
134607,43.0,6,obey,honor,strict,yes,parents,teacher,boss,police,law,authority,rules
134607,43.0,7,messy,house,hair,person,car,children,people,footballer,rubbish,tidy,bin
134607,43.0,8,marble,run,pretty,glass,game,spirals,dobbers,school,kids,colours,maze
134607,43.0,9,triangle,three,pyramid,toblerone,shape,puzzle,square,circle,rectangle,oblong,baseball
134607,43.0,10,cathedral,city,cheese,church,priest,history,architecture,tall,trips,prays,hymns
134607,43.0,11,repeat,utter,speak,annoy,understand,confirm,verify,affirm,action,again,practice
134607,43.0,12,pickles,onion,egg,gherkin,burgers,mcdonald,sweet,tangy,green,white,jar
134607,43.0,13,vow,wedding,promise,say,honour,dedicate,oath,respect,trust,declare,love
134607,43.0,14,blind,dog,sight,eye,man,woman,stick,senses,hazy,labrador,disability
137395,54.0,0,score,win,test,flirt,goal,sport,team,happy,excited,applause,cheering
137395,54.0,1,intake,breath,number,applications,amount,earnings,money,cash,deep,inhale,strong
137395,54.0,2,anchor,sea,boat,safe,harbour,heavy,metal,lead,ship,fishing,ocean
137395,54.0,3,loyal,love,dog,partner,friend,trust,respect,true,always,favourite,reliable
137395,54.0,4,permission,granted,allow,age,official,accept,legal,invited,good,expect,suitable
137395,54.0,5,pole,north,arctic,polar,stick,gym,competition,lead,pipe,straight,metal
137395,54.0,6,mold,jelly,fungus,cheese,baking,clay,art,form,change,shape,plastic
137395,54.0,7,unit,number,measurement,maths,sum,furniture,single,item,bookcase,square,form
137395,54.0,8,still,sparkling,water,sea,always,silent,standing,stop,peaceful,dead,forest
137395,54.0,9,piston,gun,engine,metal,fire,train,engineering,war,movement,physics,car
137395,54.0,10,menthol,mint,cold,flu,congestion,herbal,strong,decongestant,sweets,medicine,calm
137395,54.0,11,transportation,vehicles,journey,train,car,airport,station,airplane,tickets,money,holiday
137395,54.0,12,bless,god,sweet,child,church,baby,sneeze,bible,prayer,hymn,love
137395,54.0,13,boss,teacher,manager,angry,annoying,bully,company,business,interfere,organised,profit
137395,54.0,14,zone,parking,streets,police,lines,car,airport,safe,danger,area,denied
137400,25.0,0,stand,upright,upwards,mirror,forward,night,band,jammed,table,legs,down
137400,25.0,1,means,median,end,description,jeans,will,intention,english,unkind,synonym,words
137400,25.0,2,oak,tree,table,wood,birch,brown,ancient,mahogany,furniture,leaves,desk
137400,25.0,3,scapegoat,goat,excuse,blame,animal,escape,wrong,field,unkind,graze,horns
137400,25.0,4,rodeo,first,bull,horse,cowboy,boots,spurs,tradition,danger,adrenalin,arena
137400,25.0,5,bark,tree,dog,oak,tough,loud,bite,dark,worse,stuck,chocolate
137400,25.0,6,sales,lettings,estate,sold,agent,marketing,money,exchange,skilled,smooth,talking
137400,25.0,7,modest,kind,moderate,good,bashful,shy,small,unselfish,humble,simple,amount
137400,25.0,8,canvass,amass,art,canvas,paintbrush,carcass,large,take,white,following,bassinet
137400,25.0,9,acknowledge,knowing,accept,praise,refer,book,title,award,awareness,contents,bibliography
137400,25.0,10,zoo,animals,cage,rescue,circus,entertainment,children,activity,weekend,cruel,saviour
137400,25.0,11,mosquito,blood,incessant,irritating,insect,malaria,pain,long,crimson,scare,drain
137400,25.0,12,chapter,book,page,letter,ending,charter,begin,school,life,reading,publishing
137400,25.0,13,ribs,skeleton,bones,emaciated,body,skeletal,protruding,joints,nerves,steak,barbecue
137400,25.0,14,switch,light,on,electricity,power,witch,decrease,change,game,control,bulb
138393,54.0,0,meter,distance,ruler,parameter,metric,kilometre,metre,measurement,short,music,race
138393,54.0,1,boiled,water,eggs,cook,bubbles,steam,vegetables,saucepan,hob,hot,point
138393,54.0,2,toil,work,arduous,hard,backbreaking,effort,physical,difficult,strenuous,labour,manual
138393,54.0,3,sometimes,occasionally,periodically,infrequently,spasmodically,irregularly,when,infrequent,intermittently,sporadic,rarely
138393,54.0,4,checking,inspecting,registering,looking,booking,detail,facts,minutiae,sorting,everything,contents
138393,54.0,5,under,beneath,below,topped,ground,carriage,neath,belly,deep,served,written
138393,54.0,6,atmosphere,air,space,tension,mood,political,earth,rocket,planet,gaseous,ozone
138393,54.0,7,mussel,bivalve,shellfish,sea,line,diver,black,barnacles,beard,wine,garlic
138393,54.0,8,soak,wash,water,drunk,laundry,pre,immerse,hydrate,clean,cycle,bath
138393,54.0,9,inflation,money,increase,cost,balloon,finance,air,economy,national,inflate,fill
138393,54.0,10,twice,two,thrice,once,second,turns,number,attempted,achieved,lady,twine
138393,54.0,11,perish,die,fail,rubber,survive,crumble,collapse,succumb,suffer,death,broke
138393,54.0,12,oath,promise,vow,swear,constant,bound,allegiance,follow,support,fight,honour
138393,54.0,13,safari,trip,savannah,lion,plains,elephant,jeep,giraffe,africa,wildlife,binoculars
138393,54.0,14,pale,light,shade,white,insignificance,dark,pink,blue,colour,,skin
142865,36.0,0,shoulder,knees,toes,head,eyes,ears,mouth,nose,top,blade,lean
142865,36.0,1,spider,web,bite,egg,fear,phobia,legs,eyes,man,fly,house
142865,36.0,2,repair,man,job,work,tool,hammer,dentist,builder,fence,car,broken
142865,36.0,3,tomato,lettuce,cabbage,soup,bacon,sauce,paste,burger,fries,onion,pickles
142865,36.0,4,cinema,movie,popcorn,hot-dog,soda,friends,date,ice-cream,sweets,candyfloss,nachos
142865,36.0,5,chorus,song,music,theatre,play,bridge,verse,band,lyrics,choir,orchestra
142865,36.0,6,amaze,wonderful,awe,awesome,surprise,love,excited,overwhelm,wonder,astonished,besotted
142865,36.0,7,rectangle,square,triangle,octagon,circle,pentagon,oblong,hexagon,shapes,box,angles
142865,36.0,8,wreck,ship,car,train,plane,emotional,mess,destroyed,broken,unfixable,sad
142865,36.0,9,wish,star,pray,magic,genie,want,long,christmas,birthday,believe,crave
142865,36.0,10,riddle,batman,puzzle,brain,tease,confuse,work,science,question,phrase,ingenuity
142865,36.0,11,publication,books,author,work,issue,hardback,volume,journal,music,magazine,blog
142865,36.0,12,past,present,future,forgotten,left,sad,mistake,relationship,friends,tense,religion
142865,36.0,13,infection,antibiotics,disease,quarantine,doctor,hospital,vaccine,ear,throat,bacteria,tooth
142865,36.0,14,believe,dream,want,wish,crave,need,faith,attitude,truth,honest,value
143298,36.0,0,why,question,how,what,ask,enquire,explain,elaborate,expand,tell,describe
143298,36.0,1,shove,push,aggressive,angry,cross,abusive,fury,fight,shame,disorder,quarrel
143298,36.0,2,vote,power,ballot,leader,win,lose,cross,tick,box,polling,victory
143298,36.0,3,record,cd,vinyl,music,transcribe,audio,document,listen,write,tape,happy
143298,36.0,4,say,tell,talk,shout,explain,loud,conversation,mouth,angry,sad,happy
143298,36.0,5,regret,sorry,sorrow,embarrassed,fear,anxiety,no,scared,arch,bad,idiot
143298,36.0,6,slay,cut,knife,blade,blood,hurt,injured,dead,ouch,bad,scary
143298,36.0,7,scrap,dump,car,metal,leftovers,dog,fight,recycle,rubbish,hurt,blood
143298,36.0,8,zest,life,energy,lime,flavour,fever,lemon,recipe,passion,dance,music
143298,36.0,9,sling,shot,baby,mother,stone,david,goliath,catapult,arm,broken,fire
143298,36.0,10,mammal,bear,dog,human,blood,cat,gorilla,ape,monkey,panda,goat
143298,36.0,11,caffeine,coffee,tea,cup,coke,buzz,shake,jitter,stress,energy,anxiety
143298,36.0,12,legend,leader,character,nice,history,statue,best,dominant,impactful,example,story
143298,36.0,13,lightheaded,faint,food,blood,fall,collapse,buzz,anxious,eat,dehydrated,weak
143298,36.0,14,mechanical,car,system,wheel,vehicle,pulley,garage,van,wrench,gauge,oil
143565,38.0,0,snot,nose,cold,ill,sleeve,tissue,poorly,mortal,death,taste,lick
143565,38.0,1,left,best,marx,right,politics,leader,ruler,parliament,rebel,riot,jail
143565,38.0,2,squirrel,tree,nut,run,jump,cat,dog,zoo,leaf,eat,nosh
143565,38.0,3,choir,sing,song,church,group,fun,social,cathedral,hits,tunes,band
143565,38.0,4,pouch,pocket,kangaroo,storage,slot,slide,slip,joey,hop,purse,wallet
143565,38.0,5,serpent,lizard,snake,liar,viper,cobra,sea,rocks,adder,tail,eggs
143565,38.0,6,loaf,bread,malt,sliced,taste,money,cheddar,field,plow,work,long
143565,38.0,7,lamb,sheep,cute,lost,taste,kebab,roast,drool,field,slaughter,cry
143565,38.0,8,shrimp,prawn,pasta,plate,,italy,mini,midget,small,taste,food
143565,38.0,9,circus,clown,bear,beard,music,dance,kids,travel,fear,spooky,fright
143565,38.0,10,subtract,minus,take,steal,remove,numbers,maths,sum,lower,theft,mathematics
143565,38.0,11,little,small,syd,tiny,boy,girl,family,lost,money,stones,pebbles
143565,38.0,12,turkey,christmas,vote,meat,gobble,neck,stomp,teeth,hair,travel,city
143565,38.0,13,be,to,or,not,shakespeare,play,script,bee,movie,line,speak
143565,38.0,14,vodka,drink,booze,coke,beer,,fun,swear,yellow,urine,smell
145932,53.0,0,peaceful,quiet,still,calm,content,unperturbed,harmony,tranquil,chilled,dreamy,satisfied
145932,53.0,1,attire,clothing,dressed,style,stylish,cool,snappy,clothed,suited,tailored,trendy
145932,53.0,2,not,unable,cannot,absent,gone,refused,unavailable,declined,wrong,no,missing
145932,53.0,3,joke,laugh,comedy,funny,humorous,humour,comedian,giggle,chuckle,entertainer,rib
145932,53.0,4,bird,wing,fly,beak,feather,claw,whoosh,airborne,swoop,glide,song
145932,53.0,5,nasty,unpleasant,rancid,bad,off,gross,gruesome,disgusting,stench,putrid,vile
145932,53.0,6,snake,wriggle,glide,belly,sneak,hiss,apple,fall,tongue,gleam,cold
145932,53.0,7,oatmeal,porridge,healthy,breakfast,filling,hot,tasty,stodgy,full,nutrition,scottish
145932,53.0,8,loose,flap,unsafe,knot,belt,hair,vague,tie,approximate,unsecure,movement
145932,53.0,9,opening,door,ajar,secret,gate,vacant,opportunity,job,gap,unguarded,chance
145932,53.0,10,beverage,thirst,drink,parched,beer,quaff,liquid,quench,gulp,partake,thirsty
145932,53.0,11,year,time,months,passage,aging,birthday,calendar,tax,mortality,celebrate,schedule
145932,53.0,12,sunrise,morning,light,east,horizon,red,orange,birdsong,awe,majestic,creation
145932,53.0,13,right,entitlement,correct,political,lawyer,lawful,knowledge,stubborn,wrong,okay,ought
145932,53.0,14,back,return,spine,aching,stretch,arch,strong,lift,rear,again,agree
150783,41.0,0,squirrel,animal,mammal,red,grey,bushy,fast,small,rat,tree,forest
150783,41.0,1,be,verb,do,am,become,because,to,aware,happy,active,lovely
150783,41.0,2,turkey,christmas,bird,greece,red,gobble,muslim,massive,dry,stuffing,sandwich
150783,41.0,3,lamb,braid,food,sheep,mint,spring,fields,farm,dog,young,wool
150783,41.0,4,loaf,bread,malt,meat,cat,flour,bakery,butter,margarine,spread,knife
150783,41.0,5,serpent,snake,potter,green,scary,charmer,slither,long,scaly,harry,slithering
150783,41.0,6,snot,flu,cold,nose,ill,bunged,green,yellow,phlegm,tissue,sneeze
150783,41.0,7,shrimp,lobster,prawn,tiger,nan,ocean,fisherman,cocktail,sauce,small,pink
