participant_id,age,trial_order,stimulus,response,rt,rt_measure
2190,25.0,12,chit stuff,stuff IS chit,10985.56500001,keypress
2190,25.0,13,fire quake,fire HAS quake,12738.0750000011,keypress
2190,25.0,14,sweat band,band FOR sweat,7618.97999999928,keypress
2190,25.0,15,cross fish,fish IS cross,11358.8799999998,keypress
2190,25.0,16,sand stock,stock MADE OF sand,14800.3549999994,keypress
2190,25.0,17,dead storey,storey IS dead,16987.4650000129,keypress
2190,25.0,18,tractor photon,photon FOR tractor,11853.6600000079,keypress
2190,25.0,19,fact sail,sail MADE OF fact,28764.3050000042,keypress
2190,25.0,20,time port,port USED BY time,18491.5150000015,keypress
2190,25.0,21,rain pond,pond DERIVED FROM rain,7717.73499999836,keypress
2190,25.0,22,grand roll,roll IS grand,16850.2750000043,keypress
2190,25.0,23,indie punk,punk IS indie,17700.7299999968,keypress
2190,25.0,24,pick sled,sled FOR pick,17732.4099999969,keypress
2190,25.0,25,needle leave,leave USED BY needle,24694.4800000056,keypress
2190,25.0,26,boat screen,screen FOR boat,15201.2499999983,keypress
2190,25.0,27,fire mill,mill FOR fire,10739.5499999984,keypress
2190,25.0,28,girl wife,wife IS girl,13915.9949999885,keypress
2190,25.0,29,draw lark,lark MAKES draw,18098.0799999961,keypress
2190,25.0,30,snow man,man DERIVED FROM snow,13606.2549999915,keypress
2190,25.0,31,slip mason,mason CAUSES slip,14115.3150000027,keypress
2190,25.0,32,bore chase,chase FOR bore,24019.6700000088,keypress
2190,25.0,33,head cloth,cloth IS head,19312.3300000007,keypress
2190,25.0,34,base bike,bike FOR base,10068.4200000105,keypress
2190,25.0,35,center piper,piper MAKES center,33185.805000001,keypress
2190,25.0,36,setting oxygen,oxygen FOR setting,8367.49999999302,keypress
2190,25.0,37,stone ware,ware MADE OF stone,9898.70999999403,keypress
2190,25.0,38,husband raid,raid BY husband,8760.80000000366,keypress
2190,25.0,39,lighter elf,elf HAS lighter,11310.3899999987,keypress
2190,25.0,40,south plant,plant LOCATION IS south,10356.5750000125,keypress
2190,25.0,41,fish water,water CAUSED BY fish,8365.85499999637,keypress
2190,25.0,42,south mile,mile LOCATION IS south,8638.30999999482,keypress
2190,25.0,43,wicket dye,dye FOR wicket,8912.83999998996,keypress
2190,25.0,44,command loop,command HAS loop,23509.7300000052,keypress
2190,25.0,45,bridge mill,mill LOCATION IS bridge,14834.8599999881,keypress
2190,25.0,46,chair bike,bike IS chair,20856.6200000059,keypress
2190,25.0,47,vicar warp,warp ABOUT vicar,11644.6200000064,keypress
2190,25.0,48,passion wood,wood MADE OF passion,32409.6900000004,keypress
2190,25.0,49,stem hockey,hockey USES stem,27046.8550000078,keypress
2190,25.0,50,hand water,water FOR hand,7782.54000000015,keypress
2190,25.0,51,norman cam,cam USED BY norman,16568.6649999989,keypress
2190,25.0,52,barn shaft,barn HAS shaft,11731.4999999944,keypress
2190,25.0,53,margin plank,plank FOR margin,16910.1450000016,keypress
2190,25.0,54,battle quake,quake CAUSED BY battle,12644.5349999995,keypress
2190,25.0,55,sail wind,wind FOR sail,9622.72499999381,keypress
4436,52.0,1,dove width,width FOR dove,56376.894999994,keypress
4436,52.0,2,career sort,sort BY career,23185.7400000154,keypress
4436,52.0,3,tie fly,fly USES tie,57712.1700000134,keypress
4436,52.0,4,candle cake,cake MADE OF candle,25609.7499999742,keypress
4436,52.0,5,snow man,man MADE OF snow,55009.6349999949,keypress
4436,52.0,6,school post,post BY school,31037.6199999882,keypress
4436,52.0,7,stair line,line FOR stair,26873.8299999968,keypress
4436,52.0,8,snow mat,mat FOR snow,21609.8549999879,keypress
4436,52.0,9,sweat band,band FOR sweat,12158.8549999869,keypress
4436,52.0,10,lumber mining,mining FOR lumber,14482.9800000007,keypress
4436,52.0,11,captain vessel,vessel USED BY captain,25416.1349999777,keypress
4436,52.0,12,mean dragon,dragon IS mean,12450.519999984,keypress
4436,52.0,13,fog solver,solver FOR fog,14079.4749999768,keypress
4436,52.0,14,breadth act,act FOR breadth,24475.1350000151,keypress
4436,52.0,15,boat car,car USED BY boat,16634.6750000084,keypress
4436,52.0,16,run scarf,scarf USED BY run,19659.010000003,keypress
4436,52.0,17,pillow lobe,lobe USED BY pillow,36968.9650000073,keypress
4436,52.0,18,rifle sale,sale FOR rifle,37390.8050000027,keypress
4436,52.0,19,fuel desk,desk DERIVED FROM fuel,34570.2100000053,keypress
4436,52.0,20,ram being,being CAUSED BY ram,12257.4249999889,keypress
4436,52.0,21,launch jerk,jerk USED BY launch,25600.0749999948,keypress
4436,52.0,22,manor lot,lot LOCATION IS manor,23455.4050000152,keypress
4436,52.0,23,cheese meat,meat FOR cheese,23006.5750000067,keypress
4436,52.0,24,tea time,time FOR tea,9557.71999998251,keypress
4436,52.0,25,log server,server USED BY log,14147.0599999884,keypress
4436,52.0,26,ankle cord,cord FOR ankle,11959.4499999948,keypress
4436,52.0,27,fish flour,flour FOR fish,12003.1699999818,keypress
4436,52.0,28,pigeon loss,loss CAUSED BY pigeon,23520.0950000144,keypress
4436,52.0,29,altar tee,tee USED BY altar,20833.7999999931,keypress
4436,52.0,30,figure goblin,goblin USED BY figure,15660.4900000093,keypress
4436,52.0,31,word buyer,buyer FOR word,46141.2700000219,keypress
4436,52.0,32,yard ship,ship FOR yard,23038.7999999803,keypress
4436,52.0,33,drama fellow,fellow FOR drama,28296.3549999986,keypress
4436,52.0,34,jig root,root MADE OF jig,14438.7200000056,keypress
4436,52.0,35,stone ware,ware MADE OF stone,13105.4400000139,keypress
4436,52.0,36,push lady,lady CAUSED BY push,52067.8250000055,keypress
4436,52.0,37,fuel coal,coal FOR fuel,23383.3300000115,keypress
4436,52.0,38,prince stitch,stitch USED BY prince,35763.9900000067,keypress
4436,52.0,39,cafe pop,pop USED BY cafe,17512.8499999992,keypress
4436,52.0,40,player swap,swap USED BY player,19335.9800000035,keypress
4436,52.0,41,sword bird,bird LOCATION IS sword,39488.4650000022,keypress
4436,52.0,42,outside hawk,hawk FOR outside,19905.5249999801,keypress
4436,52.0,43,asylum hiker,hiker USES asylum,30882.3599999887,keypress
4436,52.0,44,middle action,action DURING middle,14308.2850000064,keypress
4436,52.0,45,plot curve,curve CAUSED BY plot,27151.2549999752,keypress
4436,52.0,46,barn mill,mill LOCATION IS barn,42968.7299999932,keypress
4436,52.0,47,road town,town MADE OF road,33787.8150000179,keypress
4436,52.0,48,lithium pad,pad MADE OF lithium,11426.9900000072,keypress
4436,52.0,49,shop house,house IS shop,42640.4400000174,keypress
4436,52.0,50,teacher red,red DERIVED FROM teacher,31768.4499999741,keypress
4436,52.0,51,road path,path DERIVED FROM road,16839.2100000056,keypress
4436,52.0,52,boat day,day FOR boat,20223.9999999874,keypress
4436,52.0,53,saw note,note USED BY saw,11714.1349999874,keypress
4436,52.0,54,wind stack,stack CAUSED BY wind,11266.9000000169,keypress
4436,52.0,55,screw decker,decker USED BY screw,16777.4450000143,keypress
9163,25.0,1,folk way,way FOR folk,36900.8800000011,keypress
9163,25.0,2,time comb,comb FOR time,23149.6099999931,keypress
9163,25.0,3,rip surf,surf HAS rip,25142.0750000107,keypress
9163,25.0,4,girl woman,woman IS girl,16401.9050000061,keypress
9163,25.0,5,sand soil,soil MADE OF sand,10709.589999984,keypress
9163,25.0,6,news yard,yard FOR news,10482.0500000205,keypress
9163,25.0,7,start shade,shade LOCATION IS start,22746.8799999915,keypress
9163,25.0,8,stair room,room HAS stair,22920.849999995,keypress
9163,25.0,9,plain tennis,tennis IS plain,16647.7550000127,keypress
9163,25.0,10,ski skiing,skiing MADE OF ski,29337.1000000043,keypress
9163,25.0,11,wish bolt,bolt FOR wish,10130.4250000103,keypress
9163,25.0,12,label delay,label HAS delay,15784.0800000122,keypress
9163,25.0,13,feast taking,taking DURING feast,39447.4050000135,keypress
9163,25.0,14,case robe,robe FOR case,9412.84999999334,keypress
9163,25.0,15,wood fish,fish LOCATION IS wood,7055.36500000744,keypress
9163,25.0,16,pay copier,copier FOR pay,12452.9150000017,keypress
9163,25.0,17,thumb bird,bird MADE OF thumb,18954.2349999829,keypress
9163,25.0,18,epoch earner,earner CAUSED BY epoch,21086.0850000172,keypress
9163,25.0,19,synth make,make MAKES synth,24895.9949999989,keypress
9163,25.0,20,fact soil,soil MADE OF fact,8049.79000001913,keypress
9163,25.0,21,season league,league DURING season,13854.4750000001,keypress
9163,25.0,22,coal line,line FOR coal,7991.19500000961,keypress
9163,25.0,23,stone ware,ware MADE OF stone,6841.51499997824,keypress
9163,25.0,24,east north,north BY east,13071.5700000001,keypress
9163,25.0,25,gall top,top HAS gall,32442.389999982,keypress
9163,25.0,26,drug bed,drug LOCATION IS bed,10156.3449999958,keypress
9163,25.0,27,wood mill,mill FOR wood,6310.28499998502,keypress
9163,25.0,28,low think,think IS low,11262.4349999824,keypress
9163,25.0,29,snow ice,ice CAUSED BY snow,10460.6399999757,keypress
9163,25.0,30,worm gull,gull USES worm,13206.7049999896,keypress
9163,25.0,31,alder mind,mind CAUSED BY alder,35259.3749999942,keypress
9163,25.0,32,dash second,second IS dash,22612.5699999975,keypress
9163,25.0,33,folk hop,hop MADE OF folk,14621.9400000118,keypress
9163,25.0,34,sweat band,band FOR sweat,9958.5800000059,keypress
9163,25.0,35,jelly effect,effect CAUSES jelly,25994.4449999894,keypress
9163,25.0,36,pinch share,share MADE OF pinch,22140.0199999916,keypress
9163,25.0,37,tea time,time FOR tea,4764.55500000156,keypress
9163,25.0,38,side quake,quake LOCATION IS side,6835.63499999582,keypress
9163,25.0,39,mouse dog,dog DERIVED FROM mouse,10147.4149999849,keypress
9163,25.0,40,band buoy,buoy ABOUT band,22468.744999991,keypress
9163,25.0,41,stair gown,gown FOR stair,8560.60499997693,keypress
9163,25.0,42,role order,role HAS order,21391.1300000036,keypress
9163,25.0,43,fisher dryer,dryer FOR fisher,9511.54000000679,keypress
9163,25.0,44,glow seater,seater HAS glow,15640.3649999993,keypress
9163,25.0,45,life bulb,bulb FOR life,7596.62499997648,keypress
9163,25.0,46,task wool,wool FOR task,7058.12000000151,keypress
9163,25.0,47,sea flour,flour DERIVED FROM sea,5669.99500000384,keypress
9163,25.0,48,cinema arch,arch LOCATION IS cinema,12232.5150000106,keypress
9163,25.0,49,flour powder,powder DERIVED FROM flour,6929.76999998791,keypress
9163,25.0,50,cheese meal,meal MADE OF cheese,6556.35999998776,keypress
9163,25.0,51,news bridge,bridge FOR news,10809.3700000027,keypress
9163,25.0,52,iron radish,radish MADE OF iron,8072.76499998989,keypress
9163,25.0,53,snow man,man MADE OF snow,6286.28499998013,keypress
9163,25.0,54,beach kind,kind LOCATION IS beach,35332.0799999929,keypress
9163,25.0,55,path guard,guard FOR path,6773.91499999794,keypress
15240,36.0,1,school post,post FOR school,29980.1549999975,keypress
15240,36.0,2,breadth act,act ABOUT breadth,7270.59500000905,keypress
15240,36.0,3,figure goblin,goblin IS figure,15760.3449999588,keypress
15240,36.0,4,shop house,shop LOCATION IS house,13053.2550000353,keypress
15240,36.0,5,cafe pop,pop USED BY cafe,9640.09999996051,keypress
15240,36.0,6,asylum hiker,hiker LOCATION IS asylum,85324.430000037,keypress
15240,36.0,7,rifle sale,sale HAS rifle,7428.24499995913,keypress
15240,36.0,8,road town,town BY road,10173.1550000841,keypress
15240,36.0,9,snow mat,mat FOR snow,5290.05000006873,keypress
15240,36.0,10,fuel coal,coal FOR fuel,6558.58499999158,keypress
15240,36.0,11,ram being,being USED BY ram,35769.9400000274,keypress
15240,36.0,12,mean dragon,dragon IS mean,81686.7499999935,keypress
15240,36.0,13,yard ship,ship LOCATION IS yard,17192.9949999321,keypress
15240,36.0,14,word buyer,buyer FOR word,22547.8649999714,keypress
15240,36.0,15,altar tee,altar HAS tee,8950.1750000054,keypress
15240,36.0,16,boat day,day ABOUT boat,5493.26499993913,keypress
15240,36.0,17,candle cake,candle LOCATION IS cake,22929.9500000197,keypress
15240,36.0,18,launch jerk,jerk CAUSED BY launch,7487.82999999821,keypress
15240,36.0,19,ankle cord,cord LOCATION IS ankle,9475.88499996345,keypress
15240,36.0,20,stair line,stair HAS line,18392.8849999793,keypress
15240,36.0,21,captain vessel,vessel USED BY captain,8987.36500006635,keypress
15240,36.0,22,plot curve,curve DURING plot,9760.75000001583,keypress
15240,36.0,23,pigeon loss,loss ABOUT pigeon,18205.2299999632,keypress
15240,36.0,24,wind stack,stack USES wind,21325.3099999856,keypress
15240,36.0,25,push lady,lady USED BY push,11305.6050000014,keypress
15240,36.0,26,drama fellow,fellow HAS drama,9655.67000000738,keypress
15240,36.0,27,snow man,man IS snow,6618.46500006504,keypress
15240,36.0,28,lithium pad,pad MADE OF lithium,7480.05499993451,keypress
15240,36.0,29,sweat band,band FOR sweat,5868.49500006065,keypress
15240,36.0,30,boat car,car IS boat,13938.1950000534,keypress
15240,36.0,31,tea time,time FOR tea,4691.13500008825,keypress
15240,36.0,32,screw decker,decker USED BY screw,15204.8549999017,keypress
15240,36.0,33,fog solver,solver USES fog,38680.2649999736,keypress
15240,36.0,34,teacher red,red ABOUT teacher,26860.5900000548,keypress
15240,36.0,35,career sort,sort ABOUT career,15468.2699999539,keypress
15240,36.0,36,stone ware,ware MADE OF stone,14950.4449999658,keypress
15240,36.0,37,outside hawk,hawk LOCATION IS outside,38044.3049999885,keypress
15240,36.0,38,cheese meat,meat MADE OF cheese,7165.06999998819,keypress
15240,36.0,39,middle action,action LOCATION IS middle,8012.68499996513,keypress
15240,36.0,40,pillow lobe,lobe ABOUT pillow,21519.6999999462,keypress
15240,36.0,41,log server,server FOR log,6670.76499992982,keypress
15240,36.0,42,fish flour,flour MADE OF fish,4809.85499999952,keypress
15240,36.0,43,saw note,note DURING saw,12309.8699999973,keypress
15240,36.0,44,fuel desk,desk MAKES fuel,11575.6200000178,keypress
15240,36.0,45,player swap,swap USED BY player,27970.5300000496,keypress
15240,36.0,46,run scarf,scarf CAUSES run,18970.4050000291,keypress
15240,36.0,47,road path,path BY road,8905.35500005353,keypress
15240,36.0,48,jig root,root ABOUT jig,50626.5949999215,keypress
15240,36.0,49,lumber mining,mining FOR lumber,28308.2400000421,keypress
15240,36.0,50,dove width,dove HAS width,8447.76499993168,keypress
15240,36.0,51,tie fly,fly MADE OF tie,51347.1750000026,keypress
15240,36.0,52,sword bird,bird USES sword,5485.06999993697,keypress
15240,36.0,53,barn mill,mill IS barn,5514.85999999568,keypress
15240,36.0,54,manor lot,manor LOCATION IS lot,6205.26000007521,keypress
15240,36.0,55,prince stitch,stitch ABOUT prince,16690.34500001,keypress
16793,67.0,1,mail soil,soil CAUSED BY mail,47882.5650000072,keypress
16793,67.0,2,nick vision,vision BY nick,55955.0100000051,keypress
16793,67.0,3,hair time,time FOR hair,32972.1149999823,keypress
16793,67.0,4,kill tenant,tenant CAUSES kill,197652.579999994,keypress
16793,67.0,5,strap jacket,jacket HAS strap,101385.829999985,keypress
16793,67.0,6,public goon,goon LOCATION IS public,116132.450000005,keypress
16793,67.0,7,stair door,door FOR stair,51892.7299999923,keypress
16793,67.0,8,tooth end,tooth HAS end,59316.5950000111,keypress
16793,67.0,9,stone ware,ware MADE OF stone,19957.0249999815,keypress
16793,67.0,10,sugar owner,owner HAS sugar,16964.645,keypress
16793,67.0,11,straw gain,gain CAUSED BY straw,33686.2850000034,keypress
16793,67.0,12,safe flower,flower IS safe,25271.8849999947,keypress
16793,67.0,13,ape seed,seed MAKES ape,75055.4449999763,keypress
16793,67.0,14,movie teaser,teaser DERIVED FROM movie,61475.3600000113,keypress
16793,67.0,15,waist press,press USED BY waist,44934.659999999,keypress
16793,67.0,16,tea time,time FOR tea,24380.4250000103,keypress
16793,67.0,17,boat sled,sled FOR boat,30149.1950000054,keypress
16793,67.0,18,neck bulb,neck HAS bulb,47328.8750000065,keypress
16793,67.0,19,print well,well ABOUT print,171606.490000006,keypress
16793,67.0,20,fighter piece,piece USED BY fighter,40726.255000016,keypress
16793,67.0,21,unity pager,pager FOR unity,90676.5099999902,keypress
16793,67.0,22,snow man,man MADE OF snow,15088.0400000024,keypress
16793,67.0,23,nit led,led BY nit,99558.8850000058,keypress
16793,67.0,24,row glider,glider USES row,85042.2700000054,keypress
16793,67.0,25,pub result,result ABOUT pub,47937.505000009,keypress
16793,67.0,26,crew ship,ship HAS crew,50287.6899999974,keypress
16793,67.0,27,brick mill,mill MADE OF brick,166846.575000003,keypress
16793,67.0,28,draw flight,flight USED BY draw,33213.3649999739,keypress
16793,67.0,29,sweat band,band FOR sweat,41756.8200000096,keypress
16793,67.0,30,short racing,racing IS short,19163.7150000026,keypress
16793,67.0,31,snap nickel,nickel MAKES snap,89874.8349999953,keypress
16793,67.0,32,proof shaft,shaft ABOUT proof,98218.6349999974,keypress
16793,67.0,33,god shock,shock CAUSED BY god,36498.3899999931,keypress
16793,67.0,34,bishop lily,lily USED BY bishop,85822.7449999833,keypress
16793,67.0,35,stair cloth,cloth FOR stair,12902.7749999953,keypress
16793,67.0,36,head boat,boat LOCATION IS head,95942.3800000222,keypress
16793,67.0,37,farm room,farm HAS room,40179.4249999803,keypress
16793,67.0,38,font giver,giver MAKES font,84140.5800000066,keypress
16793,67.0,39,drive phone,phone DURING drive,52730.3149999934,keypress
16793,67.0,40,shuffle quest,quest ABOUT shuffle,25585.7350000003,keypress
16793,67.0,41,waist dress,dress FOR waist,21311.8600000162,keypress
16793,67.0,42,tea food,food FOR tea,39102.9949999936,keypress
16793,67.0,43,sham lead,lead IS sham,36632.4500000044,keypress
16793,67.0,44,centre grouse,grouse ABOUT centre,29487.6799999909,keypress
16793,67.0,45,leather patch,patch MADE OF leather,14404.6050000181,keypress
16793,67.0,46,cross gear,gear HAS cross,116809.470000007,keypress
16793,67.0,47,corner lark,lark LOCATION IS corner,25946.9000000097,keypress
16793,67.0,48,chair screen,chair HAS screen,40186.3449999946,keypress
16793,67.0,49,bid seeker,bid HAS seeker,139636.335000018,keypress
16793,67.0,50,maple region,region HAS maple,54422.7050000043,keypress
16793,67.0,51,feather bound,bound BY feather,24056.2849999988,keypress
16793,67.0,52,photo pond,pond USED BY photo,42706.0200000121,keypress
16793,67.0,53,lark case,case ABOUT lark,21620.9950000048,keypress
16793,67.0,54,dip brace,brace FOR dip,62594.0750000011,keypress
16793,67.0,55,sail ship,ship USES sail,19289.9749999926,keypress
19697,23.0,1,news bridge,bridge ABOUT news,18212.109999964,keypress
19697,23.0,2,girl woman,woman IS girl,7299.62000000523,keypress
19697,23.0,3,case robe,robe CAUSED BY case,6829.65999998851,keypress
19697,23.0,4,wish bolt,bolt IS wish,6033.5999999661,keypress
19697,23.0,5,flour powder,powder MADE OF flour,7249.07499999972,keypress
19697,23.0,6,glow seater,seater MADE OF glow,11870.4549999675,keypress
19697,23.0,7,path guard,path HAS guard,5277.98499999335,keypress
19697,23.0,8,fact soil,soil MADE OF fact,4433.71000001207,keypress
19697,23.0,9,side quake,side LOCATION IS quake,8092.62000001036,keypress
19697,23.0,10,cheese meal,meal USES cheese,11369.8549999972,keypress
19697,23.0,11,wood fish,fish IS wood,3988.75499999849,keypress
19697,23.0,12,folk hop,hop IS folk,3845.55999998702,keypress
19697,23.0,13,jelly effect,effect HAS jelly,18206.3049999997,keypress
19697,23.0,14,tea time,time FOR tea,6518.95999995759,keypress
19697,23.0,15,band buoy,buoy MADE OF band,4188.26500000432,keypress
19697,23.0,16,cinema arch,cinema HAS arch,4626.03500002297,keypress
19697,23.0,17,season league,league DURING season,5954.05499998014,keypress
19697,23.0,18,news yard,yard HAS news,4724.27000000607,keypress
19697,23.0,19,stone ware,ware MADE OF stone,3711.26999997068,keypress
19697,23.0,20,snow ice,ice MADE OF snow,7226.77499998827,keypress
