participant_id,age,trial_order,stimulus,response
2,41.0,37,skull,headbone
2,41.0,38,nature,mothercreation
2,41.0,39,forum,ideaswap
2,41.0,40,performance,results
2,41.0,41,refuge,shelter
2,41.0,42,danger,risky
2,41.0,43,cruise,sail
2,41.0,44,process,method
2,41.0,45,winter,snowseason
2,41.0,46,clause,tiein
2,41.0,47,practice,rehearse
2,41.0,48,scenario,pictureoccurence
3,33.0,1,assignment,task
3,33.0,2,stretch,pull
3,33.0,3,decision,answer
3,33.0,4,counsel,advice
3,33.0,5,mix,combine
3,33.0,6,charm,personable
3,33.0,7,transcript,description
3,33.0,8,method,instructions
3,33.0,9,politics,governance
3,33.0,10,hunting,killing
3,33.0,11,breast,boob
3,33.0,12,label,sign
3,33.0,13,storm,poor-weather
3,33.0,14,pie,tart
3,33.0,15,hurricane,whirlwind
3,33.0,16,pregnancy,with-baby
3,33.0,17,shame,guilt
3,33.0,18,inventor,idea-maker
3,33.0,19,accent,country-voice
3,33.0,20,storm,weather
3,33.0,21,sword,weapon
3,33.0,22,size,smallness
3,33.0,23,sympathy,compassion
3,33.0,24,destiny,calling
3,33.0,25,abuse,hurt
3,33.0,26,limb,arm
3,33.0,27,genius,intelligent
3,33.0,28,cancer,disease
3,33.0,29,assassination,murder
3,33.0,30,acid,nonakaline
3,33.0,31,miracle,surprise
3,33.0,32,operation,task
3,33.0,33,promotion,advancing
3,33.0,34,passion,love
3,33.0,35,pain,bad-feeling
3,33.0,36,victim,receiver
3,33.0,37,maintenance,looking-after
3,33.0,38,hunger,foodneeding
3,33.0,39,colony,group
3,33.0,40,democracy,equalsay
3,33.0,41,conservative,nonlabour
3,33.0,42,electronics,wires
3,33.0,43,opponent,opposition
3,33.0,44,economics,financialsystem
3,33.0,45,desire,want
3,33.0,46,basis,framework
3,33.0,47,policeman,officer
3,33.0,48,guilt,shame
4,54.0,1,cloth,fabric
4,54.0,2,heaven,skies
4,54.0,3,flight,skymoving
4,54.0,4,fear,dread
4,54.0,5,understanding,knowing
4,54.0,6,correspondence,communication
4,54.0,7,script,text
4,54.0,8,dark,black
4,54.0,9,deposition,layering
4,54.0,10,assumption,guess
4,54.0,11,warning,alert
4,54.0,12,criticism,diss
4,54.0,13,pride,self-respect
4,54.0,14,experiment,procedure
4,54.0,15,rumor,gossip
4,54.0,16,competition,challenge
4,54.0,17,ability,skills
4,54.0,18,village,hamlet
4,54.0,19,mystery,unknown
4,54.0,20,thief,stealer
4,54.0,21,reference,allusion
4,54.0,22,community,gathered
4,54.0,23,liability,costly
4,54.0,24,union,together
4,54.0,25,loan,borrow
4,54.0,26,violence,force
4,54.0,27,illusion,magic
4,54.0,28,middle,centre
4,54.0,29,accountant,numberperson
4,54.0,30,obstacle,challenge
4,54.0,31,reach,stretch
4,54.0,32,precedent,example
4,54.0,33,survival,remaining
4,54.0,34,draft,version
4,54.0,35,serial,predictable
4,54.0,36,association,connection
4,54.0,37,decline,reject
4,54.0,38,reunion,meet
4,54.0,39,fuel,gas
4,54.0,40,criminal,crimedoer
4,54.0,41,mineral,rock
4,54.0,42,platinum,metal
4,54.0,43,glow,emit
4,54.0,44,regime,system
4,54.0,45,globe,earthshaped
4,54.0,46,curse,hex
4,54.0,47,evolution,genechanging
4,54.0,48,sunshine,solar
5,60.0,1,deposition,explace
5,60.0,2,decline,reject
5,60.0,3,dark,lightless
5,60.0,4,precedent,forerunner
5,60.0,5,evolution,development
5,60.0,6,ability,skill
5,60.0,7,reunion,gathering
5,60.0,8,serial,ongoing
5,60.0,9,flight,ranfly
5,60.0,10,mystery,unknown
5,60.0,11,loan,borrowings
5,60.0,12,curse,swear
5,60.0,13,sunshine,daymoon
5,60.0,14,liability,fault
5,60.0,15,reference,accordance
5,60.0,16,union,jobsaftynet
5,60.0,17,criminal,badsort
5,60.0,18,village,hamlet
5,60.0,19,community,parishoners
5,60.0,20,illusion,eyemagic
5,60.0,21,fuel,energy
5,60.0,22,script,writing
5,60.0,23,globe,world
5,60.0,24,obstacle,blockage
5,60.0,25,reach,outstretch
5,60.0,26,criticism,feedback
5,60.0,27,middle,center
5,60.0,28,rumor,gossip
5,60.0,29,thief,robber
5,60.0,30,experiment,scitest
5,60.0,31,cloth,material
5,60.0,32,violence,unpeaceful
5,60.0,33,assumption,guess
5,60.0,34,association,unltd
5,60.0,35,correspondence,letter
5,60.0,36,heaven,afterworld
5,60.0,37,pride,honor
5,60.0,38,regime,schedule
5,60.0,39,glow,luminous
5,60.0,40,platinum,whitegold
5,60.0,41,mineral,ore
5,60.0,42,competition,rivalry
5,60.0,43,survival,liveon
5,60.0,44,warning,siren
5,60.0,45,draft,notfinished
5,60.0,46,accountant,numbersman
5,60.0,47,fear,terror
5,60.0,48,understanding,knowing
6,26.0,1,item,product
6,26.0,2,photograph,picture
6,26.0,3,loss,lose
6,26.0,4,plantation,digstation
6,26.0,5,click,tap
6,26.0,6,win,gain
6,26.0,7,advertising,marketing
6,26.0,8,curiosity,nosey
6,26.0,9,supply,provide
6,26.0,10,repair,fix
6,26.0,11,toilet,loo
6,26.0,12,conspiracy,theory
6,26.0,13,atmosphere,airloop
6,26.0,14,fix,repair
6,26.0,15,sentiment,personal
6,26.0,16,shot,hit
6,26.0,17,cruelty,abuse
6,26.0,18,ruler,straightmeasure
6,26.0,19,dance,boogie
6,26.0,20,revenge,revolt
6,26.0,21,war,fight
6,26.0,22,billion,b-million
6,26.0,23,message,note
6,26.0,24,beast,monster
6,26.0,25,tissue,softpaper
6,26.0,26,friendship,relationship
6,26.0,27,impulse,random
6,26.0,28,republican,citizen
6,26.0,29,tobacco,cigarette
6,26.0,30,color,colour
6,26.0,31,attorney,lawyer
6,26.0,32,weekend,endofweek
6,26.0,33,department,area
6,26.0,34,compliment,praise
6,26.0,35,celebration,party
6,26.0,36,value,money
6,26.0,37,determination,motivation
6,26.0,38,air,atmosphere
6,26.0,39,norm,same
6,26.0,40,score,points
6,26.0,41,diabetes,illness
6,26.0,42,discretion,secret
6,26.0,43,penny,coins
6,26.0,44,riot,war
6,26.0,45,steam,hotair
6,26.0,46,homeland,land
6,26.0,47,spell,magicpoem
6,26.0,48,series,seasonprogramme
7,39.0,1,sword,largeknife
7,39.0,2,opponent,competitor
7,39.0,3,pregnancy,nearlybaby
7,39.0,4,inventor,creator
7,39.0,5,storm,raincloud
7,39.0,6,sympathy,compassion
7,39.0,7,destiny,future
7,39.0,8,operation,medicalprocedure
7,39.0,9,victim,punishedperson
7,39.0,10,transcript,writtendetail
7,39.0,11,guilt,ashamed
7,39.0,12,cancer,tumour
7,39.0,13,desire,lust
7,39.0,14,breast,boob
7,39.0,15,limb,armoorleg
7,39.0,16,passion,desire
7,39.0,17,stretch,extend
7,39.0,18,assassination,killmission
7,39.0,19,storm,wetandwindy
7,39.0,20,promotion,jobupwards
7,39.0,21,assignment,collegeproject
7,39.0,22,label,writtendescription
7,39.0,23,economics,moneylearning
7,39.0,24,conservative,borislover
7,39.0,25,pain,typeofhurt
7,39.0,26,abuse,saybadthings
7,39.0,27,counsel,lookafter
7,39.0,28,shame,feelguilt
7,39.0,29,charm,usesuarve
7,39.0,30,genius,veryclever
7,39.0,31,acid,greenliquidburns
7,39.0,32,accent,regionaldialect
7,39.0,33,hunting,killinganimals
7,39.0,34,colony,collectionants
7,39.0,35,hurricane,liketornado
7,39.0,36,democracy,peoplevoting
7,39.0,37,mix,blendtogether
7,39.0,38,basis,onthatstanding
7,39.0,39,decision,choosesomething
7,39.0,40,politics,borisvskier
7,39.0,41,maintenance,needswork
7,39.0,42,miracle,magicalevent
7,39.0,43,method,someonesstyle
7,39.0,44,pie,foodinpastry
7,39.0,45,size,howbig
7,39.0,46,policeman,constable
7,39.0,47,hunger,wantfood
7,39.0,48,electronics,needselectricity
8,46.0,1,curse,badspell
8,46.0,2,regime,dictatorship
8,46.0,3,warning,caution
8,46.0,4,serial,series
8,46.0,5,criminal,convict
8,46.0,6,assumption,preconception
8,46.0,7,ability,skill
8,46.0,8,heaven,valhalla
8,46.0,9,mystery,enigma
8,46.0,10,thief,stealer
8,46.0,11,platinum,metalblonde
8,46.0,12,sunshine,solarlight
8,46.0,13,obstacle,wayblocker
8,46.0,14,script,actorwords
8,46.0,15,survival,lifepreservation
8,46.0,16,reunion,clanmeeting
8,46.0,17,rumor,gossipstory
8,46.0,18,experiment,sciencetest
8,46.0,19,reach,extend
8,46.0,20,criticism,disparagement
8,46.0,21,precedent,firstone
8,46.0,22,community,humangroup
8,46.0,23,correspondence,letterexchange
8,46.0,24,draft,firstversion
8,46.0,25,deposition,demand
8,46.0,26,glow,radiate
8,46.0,27,cloth,fabric
8,46.0,28,liability,responsibility
8,46.0,29,decline,degrade
8,46.0,30,pride,lionpack
8,46.0,31,violence,aggression
8,46.0,32,village,hamlet
8,46.0,33,flight,airjourney
8,46.0,34,middle,centre
8,46.0,35,fear,fright
8,46.0,36,loan,lend
8,46.0,37,illusion,mirage
8,46.0,38,association,smallsociety
8,46.0,39,mineral,stonematter
8,46.0,40,union,workerclub
8,46.0,41,evolution,darwintheory
8,46.0,42,fuel,energystuff
8,46.0,43,dark,unlight
8,46.0,44,reference,index
8,46.0,45,globe,earthmodel
8,46.0,46,understanding,comprehension
8,46.0,47,accountant,auditor
8,46.0,48,competition,contest
9,56.0,1,travel,journeying
9,56.0,2,practice,repetition
9,56.0,3,process,doing
9,56.0,4,analyst,appraiser
9,56.0,5,cruise,leisurejourney
9,56.0,6,trip,stumble
9,56.0,7,enthusiasm,zeal
9,56.0,8,nature,bioworld
9,56.0,9,symbol,representation
9,56.0,10,purpose,intent
9,56.0,11,performance,effort
9,56.0,12,trade,swap
9,56.0,13,graduation,enddegree
9,56.0,14,burst,explode
9,56.0,15,album,collection
9,56.0,16,detail,minutia
9,56.0,17,loyalty,commitment
9,56.0,18,south,anti-north
9,56.0,19,warrior,fighter
9,56.0,20,branch,treearm
9,56.0,21,territory,area
9,56.0,22,communication,talking
9,56.0,23,danger,hazard
9,56.0,24,jungle,mega-forest
9,56.0,25,injury,damage
9,56.0,26,forum,arena
9,56.0,27,mistake,error
9,56.0,28,conversation,chat
9,56.0,29,clause,section
9,56.0,30,opposition,antagonists
9,56.0,31,gravity,weight-force
9,56.0,32,military,soldierly
9,56.0,33,arrangement,order
9,56.0,34,dragon,firebeast
9,56.0,35,scenario,situation
9,56.0,36,winter,anti-summer
9,56.0,37,coal,coke
9,56.0,38,log,wood
9,56.0,39,skull,head-bone
9,56.0,40,syndrome,symptoms
9,56.0,41,refuge,safety
9,56.0,42,seminar,lecture
9,56.0,43,code,encryption
9,56.0,44,parliament,forum
9,56.0,45,gaming,playing
9,56.0,46,purity,cleanliness
9,56.0,47,price,value
9,56.0,48,length,measurement
10,24.0,1,plastic,hardoil
10,24.0,2,countryside,noncity
10,24.0,3,answer,ansponse
10,24.0,4,venture,journey
10,24.0,5,gambling,moneyrisking
10,24.0,6,access,entrypermission
10,24.0,7,music,muse-sounds
10,24.0,8,rain,skywater
10,24.0,9,cut,thinslice
10,24.0,10,fantasy,fictionmagic
10,24.0,11,cry,wetface
10,24.0,12,conception,babymaking
10,24.0,13,secret,hidden
10,24.0,14,battle,bigfight
10,24.0,15,disaster,tragedytimes
10,24.0,16,actress,mimess
10,24.0,17,prosecutor,aggressor
10,24.0,18,terrorist,fearspreader
10,24.0,19,evaluation,summarisation
10,24.0,20,inconvenience,minagedy
10,24.0,21,regard,opinionobservation
10,24.0,22,reputation,regardation
10,24.0,23,example,showninstance
10,24.0,24,explosion,outforce
10,24.0,25,prisoner,capturee
10,24.0,26,joke,funnytake
10,24.0,27,laboratory,sciencebase
10,24.0,28,angle,turnspace
10,24.0,29,warrant,entrynote
10,24.0,30,era,timespace
10,24.0,31,interview,workinterrogation
10,24.0,32,compassion,othersympathy
10,24.0,33,voyage,seajourney
10,24.0,34,midnight,deepevening
10,24.0,35,festival,themeparty
10,24.0,36,fraud,fakeactor
10,24.0,37,talent,speciability
10,24.0,38,oxygen,lifebreath
10,24.0,39,sadness,happyless
10,24.0,40,commitment,promisetasks
10,24.0,41,depot,stockbase
10,24.0,42,corps,groupanisation
10,24.0,43,dream,mindjourney
10,24.0,44,earth,groundblood
10,24.0,45,layout,displaypositioning
10,24.0,46,poem,wordstory
10,24.0,47,horror,fearfilm
10,24.0,48,stroke,brainattack
11,29.0,1,diabetes,sugar
11,29.0,2,shot,ouch
11,29.0,3,impulse,uncontrolled
11,29.0,4,curiosity,wondering
11,29.0,5,republican,politics
11,29.0,6,atmosphere,around
11,29.0,7,attorney,law
11,29.0,8,click,button
11,29.0,9,norm,ordinary
11,29.0,10,war,conflict
11,29.0,11,department,section
11,29.0,12,tobacco,smoke
11,29.0,13,revenge,payback
11,29.0,14,color,rainbow
11,29.0,15,air,breathe
11,29.0,16,loss,gone
11,29.0,17,tissue,wipe
11,29.0,18,spell,potion
11,29.0,19,compliment,positive
11,29.0,20,weekend,relax
11,29.0,21,homeland,live
11,29.0,22,photograph,picture
11,29.0,23,repair,unbroken
11,29.0,24,discretion,private
11,29.0,25,supply,give
11,29.0,26,celebration,party
11,29.0,27,advertising,show
11,29.0,28,friendship,kindness
11,29.0,29,steam,hot
11,29.0,30,value,money
11,29.0,31,dance,music
11,29.0,32,sentiment,special
11,29.0,33,toilet,urine
11,29.0,34,determination,strong
11,29.0,35,conspiracy,myth
11,29.0,36,beast,big
11,29.0,37,riot,fight
11,29.0,38,item,thing
11,29.0,39,billion,worth
11,29.0,40,series,netflix
11,29.0,41,ruler,measure
11,29.0,42,plantation,tree
11,29.0,43,score,marks
11,29.0,44,cruelty,mean
11,29.0,45,penny,money
11,29.0,46,win,succeed
11,29.0,47,message,send
11,29.0,48,fix,unbroken
12,32.0,1,desire,want
12,32.0,2,storm,hurricane
12,32.0,3,label,tag
12,32.0,4,hunting,tracking
12,32.0,5,promotion,improvement
12,32.0,6,shame,guilty
12,32.0,7,charm,spell
12,32.0,8,mix,combine
12,32.0,9,pregnancy,motherhood
12,32.0,10,storm,hurricane
12,32.0,11,democracy,equal
12,32.0,12,miracle,blessing
12,32.0,13,victim,target
12,32.0,14,hunger,famine
12,32.0,15,conservative,quiet
12,32.0,16,stretch,elongate
12,32.0,17,hurricane,storm
12,32.0,18,sympathy,sadness
12,32.0,19,opponent,enemy
12,32.0,20,method,process
12,32.0,21,abuse,bullying
12,32.0,22,destiny,fate
12,32.0,23,limb,arm
12,32.0,24,transcript,speech
12,32.0,25,basis,no
12,32.0,26,assignment,task
12,32.0,27,genius,clever
12,32.0,28,pain,hurt
12,32.0,29,maintenance,upkeep
12,32.0,30,counsel,support
12,32.0,31,cancer,disease
12,32.0,32,politics,government
12,32.0,33,accent,dialect
12,32.0,34,policeman,bobby
12,32.0,35,decision,choice
12,32.0,36,passion,interest
12,32.0,37,electronics,tech
12,32.0,38,size,shape
12,32.0,39,pie,pastry
12,32.0,40,sword,dagger
12,32.0,41,breast,boob
12,32.0,42,colony,group
12,32.0,43,assassination,kill
12,32.0,44,acid,burn
12,32.0,45,economics,money
12,32.0,46,inventor,designer
12,32.0,47,operation,procedure
12,32.0,48,guilt,shame
13,45.0,1,boyfriend,malecompanion
13,45.0,2,wit,humour
13,45.0,3,leadership,personincharge
13,45.0,4,nose,smellingdevice
13,45.0,5,expression,wayofsaying
13,45.0,6,grief,greatsadness
13,45.0,7,frustration,fedupness
13,45.0,8,quarter,halfahalf
13,45.0,9,perfection,doneright
13,45.0,10,excitement,squeals
13,45.0,11,total,complete
13,45.0,12,freezing,nithered
13,45.0,13,noon,midday
13,45.0,14,slave,choice-lessservant
13,45.0,15,stone,rock
13,45.0,16,journey,travelling
13,45.0,17,submarine,underwatership
13,45.0,18,gateway,opening
13,45.0,19,temptation,adamandapple
13,45.0,20,meantime,erstwhile
13,45.0,21,role,position
13,45.0,22,employment,job
13,45.0,23,feeling,emotion
13,45.0,24,aggression,angerwithbody
13,45.0,25,slavery,peoplemisused
13,45.0,26,murder,deathonpurposebyanother
13,45.0,27,mention,say
13,45.0,28,dialogue,conversation
13,45.0,29,investigation,lookinginto
13,45.0,30,argument,disagreement
13,45.0,31,printing,outputwithwords
13,45.0,32,entertainment,providingjoy
13,45.0,33,hatred,extremedislike
13,45.0,34,holiday,breakawayfromhome
13,45.0,35,receipt,noteofpurchase
13,45.0,36,attraction,likingalot
13,45.0,37,puppet,inanimateobjectanimatedbyperson
13,45.0,38,insurance,justincasepayment
13,45.0,39,instruction,whattodo
13,45.0,40,violation,crossedaline
13,45.0,41,author,writerofbooks
13,45.0,42,state,partofcountry
13,45.0,43,truth,honestwords
13,45.0,44,cheer,madepositivenoise
13,45.0,45,shortage,notenough
13,45.0,46,collapse,fallingdown
13,45.0,47,cargo,freight
13,45.0,48,lottery,chancetowin
14,23.0,1,role,part
14,23.0,2,shortage,limited
14,23.0,3,total,amount
14,23.0,4,quarter,fourth
14,23.0,5,feeling,emotion
14,23.0,6,printing,transferring
14,23.0,7,author,writer
14,23.0,8,puppet,moving-toy
14,23.0,9,excitement,inspired
14,23.0,10,entertainment,leisure
14,23.0,11,frustration,anger
14,23.0,12,hatred,disgust
14,23.0,13,argument,fight
14,23.0,14,gateway,doorway
14,23.0,15,holiday,vacation
14,23.0,16,cheer,whoop
14,23.0,17,noon,midday
14,23.0,18,dialogue,conversation
14,23.0,19,instruction,command
14,23.0,20,state,country
14,23.0,21,employment,work
14,23.0,22,submarine,underwater-boat
14,23.0,23,cargo,load
14,23.0,24,murder,killing
14,23.0,25,mention,broughtup
14,23.0,26,collapse,fell
14,23.0,27,leadership,presidency
14,23.0,28,meantime,timebeing
14,23.0,29,aggression,violence
14,23.0,30,boyfriend,partner
14,23.0,31,slave,possession
14,23.0,32,journey,travels
14,23.0,33,wit,dry-humor
14,23.0,34,expression,phrase
14,23.0,35,violation,advantage-taken
14,23.0,36,lottery,moneygame
14,23.0,37,investigation,enquiry
14,23.0,38,grief,sorrow
14,23.0,39,slavery,person-ownership
14,23.0,40,temptation,sin
14,23.0,41,stone,rock
14,23.0,42,receipt,list
14,23.0,43,insurance,reassurance
14,23.0,44,nose,smeller
14,23.0,45,truth,fact
14,23.0,46,freezing,cold
14,23.0,47,perfection,flawless
14,23.0,48,attraction,lust
15,26.0,1,method,procedure
15,26.0,2,mix,stir
15,26.0,3,destiny,fate
15,26.0,4,assignment,homework
15,26.0,5,storm,angrywaves
15,26.0,6,conservative,relaxed-person
15,26.0,7,cancer,dead-cells
15,26.0,8,abuse,insult
15,26.0,9,acid,reactive-oxide
15,26.0,10,hurricane,angry-winds
15,26.0,11,pain,sad-feeling
15,26.0,12,charm,attract
15,26.0,13,politics,leaders-game
15,26.0,14,genius,innovative
15,26.0,15,economics,markets-study
15,26.0,16,decision,choice
15,26.0,17,colony,ant-group
15,26.0,18,pie,round-graph
15,26.0,19,transcript,results-script
15,26.0,20,stretch,elongate
15,26.0,21,hunger,tommy-rumble
15,26.0,22,victim,affected-individual
15,26.0,23,policeman,cop-man
15,26.0,24,storm,angry-wave
15,26.0,25,operation,surgical-procedure
15,26.0,26,guilt,conscience-pricking
15,26.0,27,sword,fancy-machete
15,26.0,28,electronics,semiconductor-devices
15,26.0,29,assassination,killing-another
15,26.0,30,shame,disgrace
15,26.0,31,democracy,government-for-the-people
15,26.0,32,hunting,animal-chasing
15,26.0,33,miracle,god-favour
15,26.0,34,sympathy,condolences
15,26.0,35,desire,want
15,26.0,36,inventor,creator
15,26.0,37,passion,desire
15,26.0,38,size,volume
15,26.0,39,label,assign
15,26.0,40,maintenance,safety-operations
15,26.0,41,limb,fore-and-hind
15,26.0,42,pregnancy,mother-carrying-child
15,26.0,43,opponent,adversary
15,26.0,44,promotion,rank-increase
15,26.0,45,basis,foundation
15,26.0,46,counsel,guidiance
15,26.0,47,breast,boob
15,26.0,48,accent,climb
16,65.0,1,victim,poorrecipent
16,65.0,2,promotion,elevation
16,65.0,3,desire,want
16,65.0,4,hurricane,tornadostorm
16,65.0,5,storm,severeweather
16,65.0,6,pregnancy,expecting
16,65.0,7,passion,frantic
16,65.0,8,pain,hurting
16,65.0,9,politics,government
16,65.0,10,destiny,fate
16,65.0,11,decision,opt
16,65.0,12,electronics,gadgets
16,65.0,13,shame,dismal
16,65.0,14,operation,surgery
16,65.0,15,cancer,canker
16,65.0,16,counsel,lawyer
16,65.0,17,assignment,homwork
16,65.0,18,label,tag
16,65.0,19,transcript,script
16,65.0,20,inventor,creator
16,65.0,21,genius,brainbox
16,65.0,22,acid,alkaloid
16,65.0,23,miracle,wonderous
16,65.0,24,guilt,fearsome
16,65.0,25,charm,smarmy
16,65.0,26,size,fitting
16,65.0,27,economics,business
16,65.0,28,accent,dialect
16,65.0,29,hunting,persuing
16,65.0,30,mix,muddleup
16,65.0,31,sympathy,empathy
16,65.0,32,democracy,controllers
16,65.0,33,storm,weather
16,65.0,34,opponent,competitor
16,65.0,35,conservative,traditional
16,65.0,36,assassination,murdered
16,65.0,37,basis,rule
16,65.0,38,stretch,elastic
16,65.0,39,method,order
16,65.0,40,breast,titty
16,65.0,41,policeman,copper
16,65.0,42,sword,lance
16,65.0,43,limb,appendage
16,65.0,44,abuse,fisticuffs
16,65.0,45,colony,settlers
16,65.0,46,maintenance,carefor
16,65.0,47,hunger,satiated
16,65.0,48,pie,pasty
17,54.0,1,assassination,killer
17,54.0,2,conservative,stuffyperson
17,54.0,3,hunting,trackeddown
17,54.0,4,breast,babyfeeder
17,54.0,5,passion,loveobsessed
17,54.0,6,guilt,feelbad
17,54.0,7,label,instructiontab
17,54.0,8,storm,badweather
17,54.0,9,method,dothis
17,54.0,10,transcript,copyform
17,54.0,11,politics,viewpoints
17,54.0,12,hunger,unfed
17,54.0,13,acid,nonalkaline
17,54.0,14,limb,bodybit
17,54.0,15,stretch,makelonger
17,54.0,16,decision,conclusion
17,54.0,17,destiny,naturalend
17,54.0,18,abuse,forced
17,54.0,19,basis,blinked
17,54.0,20,accent,naturaldialect
17,54.0,21,storm,turbulent
17,54.0,22,victim,injuredparty
17,54.0,23,promotion,upladder
17,54.0,24,pie,inpastry
17,54.0,25,shame,disgraced
17,54.0,26,opponent,opposition
17,54.0,27,sympathy,showsorry
17,54.0,28,democracy,equalunion
17,54.0,29,policeman,lawofficer
17,54.0,30,hurricane,windhowl
17,54.0,31,inventor,makerofnew
17,54.0,32,maintenance,upkeeper
17,54.0,33,desire,deepwant
17,54.0,34,electronics,voltagestuff
17,54.0,35,charm,feelgooder
17,54.0,36,mix,incorporate
17,54.0,37,cancer,badgrowth
17,54.0,38,miracle,wonderevent
17,54.0,39,colony,groupof
17,54.0,40,economics,wealth
17,54.0,41,size,howbig
17,54.0,42,operation,workslike
17,54.0,43,counsel,instruementhere
17,54.0,44,pain,hurting
17,54.0,45,assignment,jobsheet
17,54.0,46,pregnancy,withbaby
17,54.0,47,sword,strikinginstrument
17,54.0,48,genius,cleverer
18,28.0,1,author,writer
18,28.0,2,submarine,underseaboat
18,28.0,3,argument,heateddisccussion
18,28.0,4,cargo,stockonabigship
18,28.0,5,lottery,rafflegambling
18,28.0,6,insurance,justincase
18,28.0,7,shortage,few
18,28.0,8,investigation,research
18,28.0,9,holiday,break
18,28.0,10,slavery,slaves
18,28.0,11,murder,kill
18,28.0,12,gateway,opening
18,28.0,13,instruction,rules
18,28.0,14,employment,paidwork
18,28.0,15,hatred,cross
18,28.0,16,nose,middleofface
18,28.0,17,meantime,meanwhile
18,28.0,18,violation,breach
18,28.0,19,receipt,confirmation
18,28.0,20,wit,funny
18,28.0,21,frustration,angry
18,28.0,22,quarter,oneoffour
18,28.0,23,excitement,thrill
18,28.0,24,entertainment,enjoywatching
18,28.0,25,state,condition
18,28.0,26,slave,unpaidworker
18,28.0,27,attraction,appeasing
18,28.0,28,dialogue,speech
18,28.0,29,expression,request
18,28.0,30,feeling,emotion
18,28.0,31,cheer,happy
18,28.0,32,aggression,violent
18,28.0,33,total,full
18,28.0,34,noon,midday
18,28.0,35,role,part
18,28.0,36,mention,discuss
18,28.0,37,boyfriend,malepartner
18,28.0,38,temptation,desire
18,28.0,39,truth,honesty
18,28.0,40,perfection,complete
18,28.0,41,grief,sadnessfromdeath
18,28.0,42,freezing,verycold
18,28.0,43,collapse,faint
18,28.0,44,stone,rock
18,28.0,45,puppet,fingercharacter
18,28.0,46,leadership,chief
18,28.0,47,printing,embossonpaper
18,28.0,48,journey,route
19,69.0,1,hunting,seeking
19,69.0,2,promotion,advancement
19,69.0,3,operation,surgery
19,69.0,4,assassination,killing
19,69.0,5,miracle,marvel
19,69.0,6,shame,sorrow
19,69.0,7,electronics,technology
19,69.0,8,breast,chest
19,69.0,9,cancer,illness
19,69.0,10,storm,windy
19,69.0,11,size,measurements
19,69.0,12,destiny,fate
19,69.0,13,inventor,creator
19,69.0,14,passion,love
19,69.0,15,accent,dialect
19,69.0,16,abuse,assault
19,69.0,17,pregnancy,expectant
19,69.0,18,label,tag
19,69.0,19,stretch,elongate
19,69.0,20,economics,financial
19,69.0,21,desire,urge
19,69.0,22,sympathy,sorrow
19,69.0,23,counsel,advise
19,69.0,24,decision,result
19,69.0,25,victim,offendee
19,69.0,26,hunger,starving
19,69.0,27,limb,arm
