participant_id,age,trial_order,stimulus,response
3,40,2,baker,breadmaker
3,40,3,somewhere,place
3,40,4,tomahawk,steak
3,40,5,cousin,relative
3,40,6,retrospect,review
3,40,7,tonight,evening
3,40,8,faithful,loyal
3,40,9,fisher,catcher
3,40,10,manager,boss
3,40,11,moonshine,alcohol
3,40,12,dad,father
3,40,13,tom,name
3,40,14,kaleidoscope,periscope
3,40,15,february,month
3,40,16,intro,beginning
3,40,17,etcetera,furthermore
3,40,18,fine,ok
3,40,19,special,unique
3,40,20,topic,subject
3,40,21,september,month
3,40,22,snowflake,flurry
3,40,23,mentor,tutor
3,40,24,nephew,relative
3,40,25,classic,old
3,40,26,equivalent,similar
3,40,27,riverside,waterside
3,40,28,butler,servent
3,40,29,elite,unique
3,40,30,fortnight,two-week
3,40,31,tomorrow,day-after
3,40,32,strategy,theory
3,40,33,dead,unalive
3,40,34,october,month
3,40,35,whitehead,spot
3,40,36,fifth,number
3,40,37,highlight,best
3,40,38,saturday,weekend-day
3,40,39,envy,jealous
3,40,40,nutshell,briefly
3,40,41,july,month
3,40,42,showcase,show
3,40,43,sessions,event
3,40,44,pandemonium,chaos
3,40,45,week,period
3,40,46,brewer,mixer
3,40,47,lunchtime,noon
3,40,48,piglet,infant
3,40,49,health,wellness
3,40,50,external,outside
3,40,51,december,month
3,40,52,dare,goad
3,40,53,partnership,twin
3,40,54,dozen,twelve
4,35,1,whitehead,spot
4,35,2,snowflake,ice-pattern
4,35,3,dozen,twelve
4,35,4,october,halloween
4,35,5,piglet,baby-pig
4,35,6,july,summer
4,35,7,elite,upper-class
4,35,8,manager,boss
4,35,9,dead,unalive
4,35,10,fisher,seaman
4,35,11,september,fall-month
4,35,12,strategy,plan
4,35,13,tonight,this-evening
4,35,14,butler,help
4,35,15,fifth,five
4,35,16,tomorrow,next-day
4,35,17,december,winter-month
4,35,18,topic,subject
4,35,19,retrospect,hindsight
4,35,20,riverside,riverbank
4,35,21,kaleidoscope,telescope
4,35,22,february,valentines
4,35,23,intro,start
4,35,24,classic,staple
4,35,25,etcetera,continued
4,35,26,dad,father
4,35,27,partnership,duo
4,35,28,brewer,maker
4,35,29,sessions,slots
4,35,30,health,body
4,35,31,external,outside
4,35,32,week,seven-day
4,35,33,mentor,advisor
4,35,34,highlight,specific
4,35,35,implosion,explosion
4,35,36,saturday,weekend
4,35,37,somewhere,anywhere
4,35,38,faithful,non-cheater
4,35,39,dare,risk
4,35,40,lunchtime,noon
4,35,41,fine,okay
4,35,42,showcase,present
4,35,43,moonshine,drink
4,35,44,cousin,relative
4,35,45,nephew,siblings-child
4,35,46,envy,jealous
4,35,47,baker,breadmaker
4,35,48,tom,man
4,35,49,fortnight,bi-weekly
4,35,50,equivalent,same
4,35,51,nutshell,shell
4,35,52,special,one-off
4,35,53,pandemonium,mess
4,35,54,tomahawk,bird
5,40,1,tom,malecat
5,40,2,tomorrow,nextday
5,40,3,health,wellness
5,40,4,envy,jealousy
5,40,5,tomahawk,axe
5,40,6,intro,beginning
5,40,7,mentor,teacher
5,40,8,december,christmas
5,40,9,february,leapmonth
5,40,10,nephew,relation
5,40,11,external,outside
5,40,12,snowflake,snow
5,40,13,fortnight,biweekly
5,40,14,butler,servant
5,40,15,strategy,plan
5,40,16,fine,ok
5,40,17,riverside,riverbank
5,40,18,pandemonium,chaos
5,40,19,special,amazing
5,40,20,elite,exclusionary
5,40,21,brewer,beermaker
5,40,22,highlight,top
5,40,23,classic,traditional
5,40,24,lunchtime,dinnertime
5,40,25,etcetera,aswell
5,40,26,moonshine,homebrew
5,40,27,sessions,appointments
5,40,28,faithful,trustworthy
5,40,29,showcase,varietyshow
5,40,30,baker,cook
5,40,31,whitehead,spot
5,40,32,cousin,relative
5,40,33,dead,unalive
5,40,34,dare,challenge
5,40,35,tonight,evening
5,40,36,saturday,weekend
5,40,37,partnership,duo
5,40,38,dad,parent
5,40,39,week,days
5,40,40,somewhere,place
5,40,41,october,halloween
5,40,42,kaleidoscope,multicolour
5,40,43,manager,boss
5,40,44,topic,subject
5,40,45,equivalent,equal
5,40,46,dozen,twelve
5,40,47,implosion,collapse
5,40,48,nutshell,casing
5,40,49,september,fall
5,40,50,retrospect,historically
5,40,51,fisher,seaman
5,40,52,piglet,pig
5,40,53,fifth,fourth
5,40,54,july,summer
6,25,1,fifth,unsure
6,25,2,faithful,devoted
6,25,3,riverside,wearside
6,25,4,kaleidoscope,telescope
6,25,5,fortnight,weeks
6,25,6,september,autumn
6,25,7,dad,father
6,25,8,october,spooky
6,25,9,dozen,twelve
6,25,10,whitehead,spot
6,25,11,strategy,plan
6,25,12,fisher,hunter
6,25,13,brewer,mixologist
6,25,14,classic,original
6,25,15,dead,unalive
6,25,16,implosion,explosion
6,25,17,envy,jealous
6,25,18,tonight,evening
6,25,19,highlight,reels
6,25,20,tom,cat
6,25,21,nutshell,casing
6,25,22,baker,cook
6,25,23,december,winter
6,25,24,tomahawk,weapon
6,25,25,external,outside
6,25,26,manager,leader
6,25,27,butler,servant
6,25,28,snowflake,snow
6,25,29,equivalent,like
6,25,30,topic,subject
6,25,31,elite,best
6,25,32,fine,precise
6,25,33,sessions,classes
6,25,34,cousin,family
6,25,35,saturday,weekend
6,25,36,pandemonium,chaos
6,25,37,showcase,highlights
6,25,38,health,wellbeing
6,25,39,retrospect,hindsight
6,25,40,special,unique
6,25,41,february,cold
6,25,42,intro,start
6,25,43,mentor,guide
6,25,44,moonshine,liqour
6,25,45,piglet,pig
6,25,46,dare,taunt
6,25,47,lunchtime,break
6,25,48,nephew,family
6,25,49,week,days
6,25,50,july,summer
6,25,51,tomorrow,soon
6,25,52,etcetera,examples
6,25,53,somewhere,location
6,25,54,partnership,friendship
7,56,1,tomorrow,nextday
7,56,2,baker,cakemaker
7,56,3,riverside,streamside
7,56,4,dad,father
7,56,5,july,june
7,56,6,classic,esteemed
7,56,7,fisher,angler
7,56,8,snowflake,cloudflower
7,56,9,etcetera,etc
7,56,10,intro,prelude
7,56,11,topic,subject
7,56,12,fine,well
7,56,13,manager,boss
7,56,14,tonight,midnight
7,56,15,dead,deceased
7,56,16,moonshine,poteen
7,56,17,whitehead,spot
7,56,18,nephew,niece
7,56,19,fortnight,weekweek
7,56,20,tomahawk,missile
7,56,21,implosion,crumple
7,56,22,fifth,five
7,56,23,tom,catname
7,56,24,sessions,bookings
7,56,25,partnership,cooperation
7,56,26,nutshell,essence
7,56,27,cousin,auntychild
7,56,28,saturday,weekendone
7,56,29,week,sevendays
7,56,30,pandemonium,chaos
7,56,31,showcase,displaycase
7,56,32,october,autumn
7,56,33,strategy,plan
7,56,34,september,autumn
7,56,35,dare,challenge
7,56,36,lunchtime,midday
7,56,37,butler,servant
7,56,38,external,outer
7,56,39,health,wellness
7,56,40,brewer,beermaker
7,56,41,mentor,guider
7,56,42,february,winter
7,56,43,special,unique
7,56,44,retrospect,hindsight
7,56,45,dozen,twelve
7,56,46,kaleidoscope,colourtube
7,56,47,december,christmas
7,56,48,equivalent,equal
7,56,49,somewhere,someplace
7,56,50,envy,jealousy
7,56,51,highlight,standout
7,56,52,faithful,loyal
7,56,53,piglet,snortette
7,56,54,elite,special
8,53,1,dare,challenge
8,53,2,dead,deceased
8,53,3,implosion,implode
8,53,4,dad,father
8,53,5,faithful,commited
8,53,6,december,christmas
8,53,7,lunchtime,dinnertime
8,53,8,fifth,five
8,53,9,saturday,restday
8,53,10,partnership,team
8,53,11,manager,boss
8,53,12,snowflake,icicle
8,53,13,nephew,relative
8,53,14,special,unique
8,53,15,september,autumn
8,53,16,intro,begin
8,53,17,equivalent,equal
8,53,18,fisher,angler
8,53,19,brewer,brewing
8,53,20,week,timescale
8,53,21,fortnight,timescale
8,53,22,classic,original
8,53,23,tonight,evening
8,53,24,somewhere,around
8,53,25,highlight,display
8,53,26,sessions,activities
8,53,27,riverside,coastal
8,53,28,fine,okay
8,53,29,etcetera,and
8,53,30,cousin,relative
8,53,31,pandemonium,chaos
8,53,32,october,fall
8,53,33,july,summer
8,53,34,kaleidoscope,gaze
8,53,35,health,illness
8,53,36,external,outside
8,53,37,envy,jealous
8,53,38,tomahawk,axe
8,53,39,baker,breadmaker
8,53,40,tom,name
8,53,41,topic,subject
8,53,42,strategy,challenge
8,53,43,retrospect,historic
8,53,44,showcase,highlight
8,53,45,dozen,twelve
8,53,46,whitehead,pimple
8,53,47,butler,servant
8,53,48,piglet,pig
8,53,49,nutshell,basically
8,53,50,elite,top
8,53,51,mentor,coach
8,53,52,february,valentine
8,53,53,moonshine,night
8,53,54,tomorrow,nextday
9,21,1,dozen,twelve
9,21,2,october,autumn
9,21,3,snowflake,whitr
9,21,4,health,fitness
9,21,5,dad,father
9,21,6,baker,chef
9,21,7,showcase,experiment
9,21,8,classic,original
9,21,9,september,autumn
9,21,10,nephew,cousin
9,21,11,equivalent,same
9,21,12,february,easter
9,21,13,manager,boss
9,21,14,external,outside
9,21,15,partnership,assistance
9,21,16,butler,maid
9,21,17,nutshell,skeleton
9,21,18,implosion,explosion
9,21,19,fifth,quintan
9,21,20,fine,cool
9,21,21,envy,jealous
9,21,22,saturday,dayoff
9,21,23,dead,deceased
9,21,24,july,summer
9,21,25,december,christmas
9,21,26,whitehead,spot
9,21,27,special,specific
9,21,28,faithful,dependable
9,21,29,retrospect,hindsight
9,21,30,lunchtime,noon
9,21,31,week,age
9,21,32,moonshine,bootleg
9,21,33,riverside,bank
9,21,34,piglet,pig
9,21,35,highlight,feature
9,21,36,tomorrow,soon
9,21,37,mentor,adviser
9,21,38,cousin,family
9,21,39,topic,subject
9,21,40,tonight,evening
9,21,41,etcetera,and
9,21,42,sessions,discussions
9,21,43,tom,cat
9,21,44,tomahawk,axe
9,21,45,elite,best
9,21,46,pandemonium,anarchy
9,21,47,kaleidoscope,psychedelic
9,21,48,brewer,beer
9,21,49,intro,start
9,21,50,fisher,trawler
9,21,51,somewhere,elsewhere
9,21,52,fortnight,halfmoth
9,21,53,dare,taunt
9,21,54,strategy,action
10,26,1,saturday,weekend
10,26,2,dead,buried
10,26,3,piglet,pig
10,26,4,february,month
10,26,5,equivalent,equal
10,26,6,envy,jealousy
10,26,7,october,autumn
10,26,8,butler,servant
10,26,9,highlight,specific
10,26,10,strategy,plan
10,26,11,tomahawk,bird
10,26,12,july,summer
10,26,13,faithful,loyal
10,26,14,external,outside
10,26,15,dozen,twelve
10,26,16,fifth,five
10,26,17,pandemonium,mess
10,26,18,retrospect,hindsight
10,26,19,lunchtime,breaktime
10,26,20,classic,original
10,26,21,moonshine,alcohol
10,26,22,mentor,teacher
10,26,23,riverside,riverbank
10,26,24,fortnight,weeks
10,26,25,kaleidoscope,patterns
10,26,26,snowflake,snow
10,26,27,showcase,display
10,26,28,brewer,beer
10,26,29,fisher,fish
10,26,30,baker,bread
10,26,31,december,christmas
10,26,32,nutshell,whole
10,26,33,intro,first
10,26,34,etcetera,also
10,26,35,cousin,relative
10,26,36,manager,boss
10,26,37,topic,subject
10,26,38,somewhere,place
10,26,39,tomorrow,day
10,26,40,whitehead,spot
10,26,41,tonight,evening
10,26,42,september,school
10,26,43,tom,name
10,26,44,elite,top
10,26,45,health,body
10,26,46,week,days
10,26,47,sessions,class
10,26,48,nephew,relative
10,26,49,implosion,blowup
10,26,50,partnership,couple
10,26,51,dad,father
10,26,52,dare,encourage
10,26,53,special,exquisite
10,26,54,fine,okay
11,51,1,december,year-end
11,51,2,tomahawk,indian
11,51,3,tomorrow,nextday
11,51,4,february,fevrier
11,51,5,sessions,times
11,51,6,elite,best
11,51,7,somewhere,anywhere
11,51,8,nephew,nibling
11,51,9,dare,risk
11,51,10,faithful,loyal
11,51,11,nutshell,summary
11,51,12,fisher,angler
11,51,13,external,outside
11,51,14,tom,puss
11,51,15,pandemonium,havoc
11,51,16,health,wellbeing
11,51,17,topic,subject
11,51,18,fine,good
11,51,19,retrospect,hindsight
11,51,20,kaleidoscope,colours
11,51,21,butler,servant
11,51,22,dozen,twelve
11,51,23,week,seven
11,51,24,whitehead,spot
11,51,25,lunchtime,dinnertime
11,51,26,moonshine,homebrew
11,51,27,cousin,relation
11,51,28,partnership,relationship
11,51,29,strategy,method
11,51,30,manager,boss
11,51,31,dead,deceased
11,51,32,showcase,showoff
11,51,33,brewer,distiller
11,51,34,riverside,riverbank
11,51,35,mentor,coach
11,51,36,piglet,hoglet
11,51,37,implosion,explosion
11,51,38,equivalent,equal
11,51,39,july,summer
11,51,40,dad,father
11,51,41,september,autumn
11,51,42,etcetera,etc
11,51,43,highlight,streak
11,51,44,fifth,fraction
11,51,45,intro,start
11,51,46,envy,jealous
11,51,47,baker,cook
11,51,48,tonight,later
11,51,49,october,autumn
11,51,50,fortnight,weeks
11,51,51,saturday,weekend
11,51,52,classic,timeless
11,51,53,snowflake,woke
11,51,54,special,amazing
12,45,1,somewhere,anywhere
12,45,2,july,month
12,45,3,fortnight,weeks
12,45,4,elite,premier
12,45,5,sessions,appointments
12,45,6,partnership,team
12,45,7,intro,beginning
12,45,8,butler,servent
12,45,9,mentor,tutor
12,45,10,faithful,loyal
12,45,11,equivalent,opposite
12,45,12,fine,ok
12,45,13,dozen,twelve
12,45,14,nutshell,husk
12,45,15,special,precious
12,45,16,dare,risk
12,45,17,external,outer
12,45,18,dead,gone
12,45,19,showcase,premiere
12,45,20,september,month
12,45,21,nephew,boy
12,45,22,pandemonium,unruly
12,45,23,saturday,weekend
12,45,24,cousin,relative
12,45,25,october,month
12,45,26,december,christmas
12,45,27,implosion,catastrophy
12,45,28,retrospect,conclusion
12,45,29,snowflake,snowfall
12,45,30,tonight,evening
12,45,31,topic,subject
12,45,32,week,days
12,45,33,tomahawk,axe
12,45,34,health,wellbeing
12,45,35,manager,boss
12,45,36,tom,thomas
12,45,37,kaleidoscope,cornacopia
12,45,38,etcetera,also
12,45,39,riverside,banking
12,45,40,highlight,bold
12,45,41,february,month
12,45,42,moonshine,alcohol
12,45,43,fisher,hunter
12,45,44,dad,father
12,45,45,whitehead,caucasion
12,45,46,classic,vintage
12,45,47,fifth,five
12,45,48,lunchtime,dinner
12,45,49,envy,jealousy
12,45,50,piglet,infant
12,45,51,baker,chef
12,45,52,brewer,mixologist
12,45,53,tomorrow,aft
12,45,54,strategy,plan
13,29,1,butler,waiter
13,29,2,december,christmastime
13,29,3,partnership,cooperation
13,29,4,dead,lifeless
13,29,5,dad,father
13,29,6,strategy,plan
13,29,7,implosion,collapsin
13,29,8,mentor,tutor
13,29,9,tomahawk,axe
13,29,10,fine,ok
13,29,11,highlight,emphasise
13,29,12,whitehead,spot
13,29,13,lunchtime,noonfood
13,29,14,moonshine,moonlight
13,29,15,external,outwards
13,29,16,envy,jealousy
13,29,17,classic,standard
13,29,18,kaleidoscope,eyeshapes
13,29,19,etcetera,onandon
13,29,20,nephew,brotherson
13,29,21,piglet,pigbaby
13,29,22,cousin,auntychild
13,29,23,intro,beginning
13,29,24,dozen,twelve
13,29,25,sessions,chapters
13,29,26,october,halloweentime
13,29,27,july,jewlie
13,29,28,dare,der
13,29,29,week,sevenday
13,29,30,tomorrow,nextday
13,29,31,nutshell,succinct
13,29,32,fisher,rodman
13,29,33,equivalent,sameas
13,29,34,september,schoolstart
13,29,35,pandemonium,madness
13,29,36,fifth,five
13,29,37,tom,thom
13,29,38,february,febrooary
13,29,39,health,medical
13,29,40,snowflake,iceshape
13,29,41,riverside,riverbank
13,29,42,topic,subject
13,29,43,special,unique
13,29,44,saturday,weekendhalf
13,29,45,manager,supervisor
13,29,46,showcase,performance
13,29,47,tonight,nownight
13,29,48,somewhere,aplace
13,29,49,faithful,religionful
13,29,50,baker,breadmaker
13,29,51,retrospect,thinking
13,29,52,brewer,beermaker
13,29,53,fortnight,twoweek
13,29,54,elite,higher
14,40,1,showcase,preview
14,40,2,whitehead,pimple
14,40,3,brewer,beer-maker
14,40,4,sessions,period
14,40,5,july,seventh-month
14,40,6,cousin,relative
14,40,7,special,unique
14,40,8,snowflake,ice-rain
14,40,9,dead,deceased
14,40,10,fisher,angler
14,40,11,dare,bet
14,40,12,elite,gifted
14,40,13,kaleidoscope,picture-box
14,40,14,tomahawk,american-axe
14,40,15,riverside,waters-edge
14,40,16,october,tenth-month
14,40,17,tonight,evening
14,40,18,fifth,five
14,40,19,nutshell,seed-encaser
14,40,20,pandemonium,chaos
14,40,21,piglet,baby-pig
14,40,22,saturday,sixth-day
14,40,23,equivalent,same
14,40,24,strategy,plan
14,40,25,intro,beginning
14,40,26,retrospect,hindsight
14,40,27,mentor,teacher
14,40,28,external,outside
14,40,29,manager,leader
14,40,30,december,twelfth-month
14,40,31,etcetera,so-on
14,40,32,implosion,collapse
14,40,33,dozen,twelve
14,40,34,moonshine,hooch
14,40,35,february,second-month
14,40,36,health,wellbeing
14,40,37,highlight,enlighten
14,40,38,tomorrow,next-day
14,40,39,butler,servant
14,40,40,nephew,relative
14,40,41,fortnight,fourteen-days
14,40,42,topic,subject
14,40,43,partnership,ally
14,40,44,week,seven-days
14,40,45,september,ninth-month
14,40,46,fine,great
14,40,47,somewhere,other
14,40,48,classic,olden
14,40,49,lunchtime,midday-meal
14,40,50,baker,breadmaker
14,40,51,tom,thomas
14,40,52,faithful,loyal
14,40,53,dad,father
14,40,54,envy,jealousy
15,22,1,dad,father
15,22,2,implosion,internal-explotion
15,22,3,kaleidoscope,colourscope
15,22,4,pandemonium,chaos
15,22,5,sessions,periods
15,22,6,moonshine,liqour
15,22,7,snowflake,skyice
15,22,8,whitehead,spot
15,22,9,tonight,eve
15,22,10,dare,challenge
15,22,11,nephew,siblingson
15,22,12,elite,posh
15,22,13,strategy,tactic
15,22,14,classic,canonical
15,22,15,external,outer
15,22,16,week,sevenday
15,22,17,october,ninthmonth
15,22,18,retrospect,hindsight
15,22,19,fortnight,biweek
15,22,20,fifth,fivest
15,22,21,manager,boss
15,22,22,saturday,weekend
15,22,23,intro,start
15,22,24,showcase,performance
15,22,25,special,unique
15,22,26,july,newsummer
15,22,27,cousin,auntschild
15,22,28,highlight,standout
15,22,29,piglet,piggy
15,22,30,butler,assistant
15,22,31,mentor,guide
15,22,32,lunchtime,luncheon
15,22,33,topic,subject
15,22,34,dozen,twelve
15,22,35,nutshell,casing
15,22,36,february,springseve
15,22,37,december,yearend
15,22,38,fisher,angler
15,22,39,tom,james
15,22,40,partnership,relationship
15,22,41,envy,jealousy
15,22,42,etcetera,andsoon
15,22,43,fine,adequate
15,22,44,health,wellbeing
15,22,45,tomorrow,later
15,22,46,riverside,bank
15,22,47,september,autumn
15,22,48,faithful,religious
15,22,49,tomahawk,motorcycle
15,22,50,equivalent,equal
15,22,51,brewer,coffeepot
15,22,52,baker,breadsmith
15,22,53,dead,deceased
15,22,54,somewhere,around
16,44,1,manager,boss
16,44,2,dare,challenge
16,44,3,kaleidoscope,lighttube
16,44,4,cousin,relative
16,44,5,riverside,riverbank
16,44,6,fortnight,doubleweek
16,44,7,mentor,guide
16,44,8,fine,okay
16,44,9,elite,best
16,44,10,tomorrow,morning
16,44,11,tomahawk,axe
16,44,12,etcetera,asuch
16,44,13,equivalent,equals
16,44,14,october,autumn
16,44,15,sessions,timeslot
16,44,16,tonight,evening
16,44,17,february,winter
16,44,18,week,sevenday
16,44,19,dozen,twelve
16,44,20,baker,cook
16,44,21,showcase,presentation
16,44,22,faithful,trustworthy
16,44,23,september,winter
16,44,24,fisher,angler
16,44,25,partnership,team
16,44,26,piglet,babypig
16,44,27,implosion,collapse
16,44,28,tom,name
16,44,29,external,outside
16,44,30,moonshine,moonlight
16,44,31,whitehead,pimple
16,44,32,retrospect,history
16,44,33,somewhere,around
16,44,34,snowflake,snowdrop
16,44,35,brewer,distiller
16,44,36,saturday,weekend
16,44,37,dead,decease
16,44,38,classic,old
16,44,39,highlight,bestbit
16,44,40,nephew,relative
16,44,41,topic,theme
16,44,42,dad,father
16,44,43,july,summer
16,44,44,health,well-being
16,44,45,intro,start
16,44,46,nutshell,nutcase
16,44,47,strategy,plan
16,44,48,envy,jealousy
16,44,49,fifth,handful
16,44,50,december,christmas
16,44,51,pandemonium,hectic
16,44,52,lunchtime,mealtime
16,44,53,special,outstanding
16,44,54,butler,waiter
17,29,1,dead,unalive
17,29,2,fine,happy
17,29,3,dad,father
17,29,4,retrospect,another
17,29,5,saturday,weekend
17,29,6,elite,kniw
17,29,7,kaleidoscope,telescope
17,29,8,nephew,family
17,29,9,pandemonium,dontknow
17,29,10,february,month
17,29,11,somewhere,find
17,29,12,fortnight,twoweeks
17,29,13,tomahawk,knife
17,29,14,snowflake,ice
17,29,15,fisher,fish
17,29,16,strategy,think
17,29,17,brewer,beer
17,29,18,partnership,partner
17,29,19,july,month
17,29,20,external,outside
17,29,21,piglet,pig
17,29,22,fifth,dirty
17,29,23,tomorrow,nextday
17,29,24,nutshell,whole
17,29,25,intro,begin
17,29,26,sessions,lessons
17,29,27,highlight,brighten
17,29,28,december,winter
17,29,29,tom,man
17,29,30,health,body
17,29,31,butler,servant
17,29,32,implosion,exsplode
17,29,33,september,month
17,29,34,week,days
17,29,35,special,close
17,29,36,october,month
17,29,37,etcetera,soforth
17,29,38,lunchtime,food
17,29,39,classic,great
17,29,40,tonight,nighttime
17,29,41,envy,want
17,29,42,whitehead,spot
17,29,43,topic,subject
17,29,44,showcase,movie
17,29,45,moonshine,brightmoon
17,29,46,cousin,family
17,29,47,faithful,god
17,29,48,baker,chef
17,29,49,mentor,teacher
17,29,50,equivalent,same
17,29,51,dare,push
17,29,52,riverside,water
17,29,53,manager,boss
17,29,54,dozen,twelve
18,28,1,tonight,later
18,28,2,topic,subject
18,28,3,manager,leader
18,28,4,fisher,trawler
18,28,5,butler,servent
18,28,6,nutshell,capsule
18,28,7,showcase,exhibit
18,28,8,dozen,xii
18,28,9,july,seventh
18,28,10,piglet,oink
18,28,11,fine,sanction
18,28,12,whitehead,acne
18,28,13,tom,chap
18,28,14,somewhere,elsewhere
18,28,15,mentor,guru
18,28,16,external,outward
18,28,17,pandemonium,anarchy
18,28,18,special,exclusive
18,28,19,nephew,kinling
18,28,20,intro,beginning
18,28,21,etcetera,furthermore
18,28,22,strategy,plan
18,28,23,cousin,family
18,28,24,snowflake,winter
18,28,25,retrospect,recap
18,28,26,baker,cook
18,28,27,riverside,waterside
18,28,28,october,tenth
18,28,29,partnership,union
18,28,30,dead,lifeless
18,28,31,highlight,feature
18,28,32,implosion,crumble
18,28,33,september,ninth
18,28,34,tomorrow,upcoming
18,28,35,faithful,devoted
18,28,36,december,twelvth
18,28,37,health,vigor
18,28,38,classic,ageless
18,28,39,week,period
18,28,40,fortnight,biweekly
18,28,41,february,second
18,28,42,fifth,five
18,28,43,dad,papa
18,28,44,moonshine,hooch
18,28,45,elite,gentry
18,28,46,dare,risk
18,28,47,lunchtime,dinner
18,28,48,envy,spite
18,28,49,kaleidoscope,prism
18,28,50,brewer,beer
18,28,51,tomahawk,steak
18,28,52,equivalent,equal
18,28,53,sessions,moments
18,28,54,saturday,weekend
19,28,1,health,wellbeing
19,28,2,classic,recognisable
19,28,3,dead,deceased
19,28,4,pandemonium,chaos
19,28,5,elite,rich
19,28,6,showcase,display
19,28,7,lunchtime,midday
19,28,8,retrospect,reflection
19,28,9,moonshine,spacelight
19,28,10,saturday,weekend
19,28,11,partnership,connection
19,28,12,manager,leader
19,28,13,dozen,twelve
19,28,14,february,valentines
19,28,15,topic,idea
19,28,16,tonight,evening
19,28,17,somewhere,ther
19,28,18,mentor,tutor
19,28,19,kaleidoscope,spacecamera
19,28,20,envy,jealousy
19,28,21,tomahawk,tomabird
19,28,22,etcetera,more
19,28,23,nephew,relative
19,28,24,cousin,relative
19,28,25,nutshell,summary
19,28,26,october,halloween
19,28,27,intro,meeting
19,28,28,tomorrow,later
19,28,29,tom,man
19,28,30,special,unique
19,28,31,december,christmas
19,28,32,fifth,five
19,28,33,fine,okay
19,28,34,sessions,classes
19,28,35,strategy,plan
19,28,36,whitehead,moonface
19,28,37,baker,cook
19,28,38,piglet,pig
19,28,39,dad,father
19,28,40,week,seven
19,28,41,faithful,committed
19,28,42,implosion,burst
19,28,43,dare,force
19,28,44,september,pre-halloween
19,28,45,july,midsummer
19,28,46,highlight,moments
19,28,47,butler,server
19,28,48,equivalent,same
19,28,49,fisher,boatman
19,28,50,external,outside
19,28,51,riverside,canalside
19,28,52,snowflake,winter
19,28,53,fortnight,bi-weekly
19,28,54,brewer,mixologist
20,31,1,equivalent,same
20,31,2,elite,best
20,31,3,partnership,couple
20,31,4,manager,leader
20,31,5,butler,servant
20,31,6,health,illness
20,31,7,tomorrow,later
20,31,8,highlight,emphasise
20,31,9,october,halloween
20,31,10,nephew,niece
20,31,11,brewer,landlord
20,31,12,mentor,coach
20,31,13,fortnight,bi-weekly
20,31,14,sessions,classes
20,31,15,december,christmas
20,31,16,somewhere,nowhere
