participant_id,stimulus,rt,response,response_corrected,trial_order,age,participant_age_group,gender,rt_measure
1,Tiere,73503.74149659864,regenwurm,Regenwurm,0,75,older,female,session_elapsed
1,Tiere,78605.05668934241,lachs,Lachs,0,75,older,female,session_elapsed
1,Tiere,81072.06349206349,zebra,Zebra,0,75,older,female,session_elapsed
1,Tiere,83275.57823129251,lama,Lama,0,75,older,female,session_elapsed
1,Tiere,84502.90249433107,alpaka,Alpaka,0,75,older,female,session_elapsed
1,Tiere,85901.56462585034,ziege,Ziege,0,75,older,female,session_elapsed
1,Tiere,87152.42630385488,schaf,Schaf,0,75,older,female,session_elapsed
1,Tiere,89630.77097505669,kuh,Kuh,0,75,older,female,session_elapsed
1,Tiere,90857.5283446712,schwein,Schwein,0,75,older,female,session_elapsed
1,Tiere,92581.9954648526,wildschwein,Wildschwein,0,75,older,female,session_elapsed
1,Tiere,94986.19047619047,languste,Languste,0,75,older,female,session_elapsed
1,Tiere,96547.55102040817,garnele,Garnele,0,75,older,female,session_elapsed
1,Tiere,98325.07936507936,auster,Auster,0,75,older,female,session_elapsed
1,Tiere,100129.52380952382,miesmuschel,Miesmuschel,0,75,older,female,session_elapsed
1,Tiere,105206.14512471655,kalb,Kalb,0,75,older,female,session_elapsed
1,Tiere,107766.3038548753,reh,Reh,0,75,older,female,session_elapsed
1,Tiere,109871.38321995465,hirsch,Hirsch,0,75,older,female,session_elapsed
1,Tiere,114723.0612244898,geissbock,Geissbock,0,75,older,female,session_elapsed
1,Tiere,117303.62811791385,dromedar,Dromedar,0,75,older,female,session_elapsed
1,Tiere,120694.76190476192,wildpferd,Wildpferd,0,75,older,female,session_elapsed
1,Tiere,123180.09070294784,schnecke,Schnecke,0,75,older,female,session_elapsed
1,Tiere,128926.55328798188,mantarochen,Mantarochen,0,75,older,female,session_elapsed
1,Tiere,134198.5487528345,koralle,Koralle,0,75,older,female,session_elapsed
1,Tiere,136706.6439909297,wasserfloh,Wasserfloh,0,75,older,female,session_elapsed
1,Tiere,143559.56916099775,hecht,Hecht,0,75,older,female,session_elapsed
1,Tiere,145870.0453514739,marder,Marder,0,75,older,female,session_elapsed
1,Tiere,147856.7120181406,iltis,Iltis,0,75,older,female,session_elapsed
1,Tiere,149410.45351473923,nerz,Nerz,0,75,older,female,session_elapsed
1,Tiere,153297.80045351476,schneegans,Schneegans,0,75,older,female,session_elapsed
1,Tiere,155250.4761904762,wildgans,Graugans,0,75,older,female,session_elapsed
1,Tiere,156977.07482993198,kanadischegans,Kanadagans,0,75,older,female,session_elapsed
1,Tiere,160544.78458049885,reiher,Reiher,0,75,older,female,session_elapsed
1,Tiere,164535.10204081633,kiwi,Kiwi,0,75,older,female,session_elapsed
1,Tiere,168170.43083900228,pekingente,Pekingente,0,75,older,female,session_elapsed
1,Tiere,170736.62131519272,hoeckerschwan,Hoeckerschwan,0,75,older,female,session_elapsed
1,Tiere,177559.56916099775,pelikan,Pelikan,0,75,older,female,session_elapsed
1,Tiere,187930.74829931973,waschbaer,Waschbaer,0,75,older,female,session_elapsed
1,Tiere,192903.46938775512,moewe,Moewe,0,75,older,female,session_elapsed
1,Tiere,197403.46938775512,seeschwalbe,Seeschwalbe,0,75,older,female,session_elapsed
1,Tiere,200306.25850340136,mauerschwalbe,Mauersegler,0,75,older,female,session_elapsed
1,Tiere,202146.16780045352,mauersegler,Mauersegler,0,75,older,female,session_elapsed
1,Tiere,203871.1111111111,fledermaus,Fledermaus,0,75,older,female,session_elapsed
1,Tiere,207543.3560090703,eule,Eule,0,75,older,female,session_elapsed
1,Tiere,209034.01360544216,uhu,Uhu,0,75,older,female,session_elapsed
1,Tiere,210181.9954648526,schneeeule,Schneeeule,0,75,older,female,session_elapsed
1,Tiere,212772.0408163265,falke,Falke,0,75,older,female,session_elapsed
1,Tiere,214644.21768707485,milan,Milan,0,75,older,female,session_elapsed
1,Tiere,217312.8798185941,kardinal,Kardinal,0,75,older,female,session_elapsed
1,Tiere,219467.91383219956,nachtigall,Nachtigall,0,75,older,female,session_elapsed
1,Tiere,226402.9931972789,rotkehlchen,Rotkehlchen,0,75,older,female,session_elapsed
1,Tiere,227783.96825396825,blaumeise,Blaumeise,0,75,older,female,session_elapsed
1,Tiere,229401.92743764172,kohlmeise,Kohlmeise,0,75,older,female,session_elapsed
1,Tiere,232235.39682539683,rotschwaenzchen,Rotschwanz,0,75,older,female,session_elapsed
1,Tiere,234995.306122449,eichelhaeher,Eichelhaeher,0,75,older,female,session_elapsed
1,Tiere,237450.2947845805,eichhoernchen,Eichhoernchen,0,75,older,female,session_elapsed
1,Tiere,243455.62358276645,specht,Specht,0,75,older,female,session_elapsed
1,Tiere,253011.3378684807,milan,Milan,0,75,older,female,session_elapsed
1,Tiere,259460.45351473923,warzenschwein,Warzenschwein,0,75,older,female,session_elapsed
1,Tiere,270174.3764172336,goldhamster,Goldhamster,0,75,older,female,session_elapsed
1,Tiere,277078.0498866213,laubfrosch,Laubfrosch,0,75,older,female,session_elapsed
1,Tiere,280056.37188208615,papagei,Papagei,0,75,older,female,session_elapsed
1,Tiere,284302.17687074834,?,NA,0,75,older,female,session_elapsed
1,Tiere,291929.3197278911,gruenfink,Gruenfink,0,75,older,female,session_elapsed
1,Tiere,296709.13832199544,buchfink,Buchfink,0,75,older,female,session_elapsed
1,Tiere,300213.4240362812,schleiereule,Schleiereule,0,75,older,female,session_elapsed
1,Tiere,301431.2698412699,kauz,Kauz,0,75,older,female,session_elapsed
1,Tiere,306602.0181405896,natter,Natter,0,75,older,female,session_elapsed
1,Tiere,310078.798185941,springmaus,Springmaus,0,75,older,female,session_elapsed
1,Tiere,311302.7664399093,feldmaus,Feldmaus,0,75,older,female,session_elapsed
1,Tiere,326819.433106576,tiger,Tiger,0,75,older,female,session_elapsed
1,Tiere,327974.0362811792,gepard,Gepard,0,75,older,female,session_elapsed
1,Tiere,331502.33560090704,marder,Marder,0,75,older,female,session_elapsed
1,Tiere,334382.7664399093,iltis,Iltis,0,75,older,female,session_elapsed
1,Tiere,340966.7346938776,schaeferhund,Schaeferhund,0,75,older,female,session_elapsed
1,Tiere,341999.09297052154,bernhardiner,Bernhardiner,0,75,older,female,session_elapsed
1,Tiere,343561.08843537414,"dackel,dachshund",Dackel,0,75,older,female,session_elapsed
1,Tiere,345897.07482993195,terrier,Terrier,0,75,older,female,session_elapsed
1,Tiere,352713.71882086166,beagle,Beagle,0,75,older,female,session_elapsed
1,Tiere,358764.05895691615,pudel,Pudel,0,75,older,female,session_elapsed
1,Tiere,361321.49659863947,bernhardiner,Bernhardiner,0,75,older,female,session_elapsed
1,Tiere,368630.2721088435,rottweiler,Rottweiler,0,75,older,female,session_elapsed
1,Tiere,373347.5963718822,siamkatze,Siamkatze,0,75,older,female,session_elapsed
1,Tiere,374868.8888888889,?,NA,0,75,older,female,session_elapsed
1,Tiere,377907.641723356,europaeischekurzhaarkatze,Europaeische Kurzhaarkatze,0,75,older,female,session_elapsed
1,Tiere,387638.2993197278,termite,Termite,0,75,older,female,session_elapsed
1,Tiere,389579.52380952385,ameisenbaer,Ameisenbaer,0,75,older,female,session_elapsed
1,Tiere,394999.68253968254,waschbaer,Waschbaer,0,75,older,female,session_elapsed
1,Tiere,401188.3673469387,libelle,Libelle,0,75,older,female,session_elapsed
1,Tiere,402746.21315192746,heuschrecke,Heuschrecke,0,75,older,female,session_elapsed
1,Tiere,404420.29478458053,grashuepfer,Grashuepfer,0,75,older,female,session_elapsed
1,Tiere,408131.8820861678,floh,Floh,0,75,older,female,session_elapsed
1,Tiere,409949.5464852608,wasserfloh,Wasserfloh,0,75,older,female,session_elapsed
1,Tiere,413529.4784580499,?,NA,0,75,older,female,session_elapsed
1,Tiere,415535.3514739229,fliege,Fliege,0,75,older,female,session_elapsed
1,Tiere,419249.0476190476,affe,Affe,0,75,older,female,session_elapsed
1,Tiere,419950.36281179136,gorilla,Gorilla,0,75,older,female,session_elapsed
1,Tiere,421611.02040816325,panda,Panda,0,75,older,female,session_elapsed
1,Tiere,423525.6689342403,rhesusaffe,Rhesusaffe,0,75,older,female,session_elapsed
1,Tiere,432835.71428571426,schimpanse,Schimpanse,0,75,older,female,session_elapsed
1,Tiere,442627.7097505669,henne,Henne,0,75,older,female,session_elapsed
1,Tiere,443381.7233560091,hahn,Hahn,0,75,older,female,session_elapsed
1,Tiere,446066.0090702948,rottweiler,Rottweiler,0,75,older,female,session_elapsed
1,Tiere,448582.38095238095,zwerghahn,Zwerghahn,0,75,older,female,session_elapsed
1,Tiere,449784.10430839006,perlhuhn,Perlhuhn,0,75,older,female,session_elapsed
1,Tiere,454744.0816326531,ente,Ente,0,75,older,female,session_elapsed
1,Tiere,458365.64625850343,flugente,Flugente,0,75,older,female,session_elapsed
1,Tiere,460289.63718820864,gans,Gans,0,75,older,female,session_elapsed
1,Tiere,462526.9614512472,hase,Hase,0,75,older,female,session_elapsed
1,Tiere,468923.60544217686,igel,Igel,0,75,older,female,session_elapsed
1,Tiere,475913.56009070296,wolf,Wolf,0,75,older,female,session_elapsed
1,Tiere,479532.26757369615,iltis,Iltis,0,75,older,female,session_elapsed
1,Tiere,486920.99773242633,gruenfink,Gruenfink,0,75,older,female,session_elapsed
1,Tiere,498150.06802721095,sandfloh,Sandfloh,0,75,older,female,session_elapsed
1,Tiere,501318.04988662136,erdmaennchen,Erdmaennchen,0,75,older,female,session_elapsed
1,Tiere,507606.0770975057,seeloewe,Seeloewe,0,75,older,female,session_elapsed
1,Tiere,510696.37188208615,wal,Wal,0,75,older,female,session_elapsed
1,Tiere,511723.08390022675,blauwal,Blauwal,0,75,older,female,session_elapsed
1,Tiere,512448.41269841266,pottwal,Pottwal,0,75,older,female,session_elapsed
1,Tiere,521682.4036281178,krokodil,Krokodil,0,75,older,female,session_elapsed
1,Tiere,524359.977324263,kaiman,Kaiman,0,75,older,female,session_elapsed
1,Tiere,529075.2607709751,seeaal,Seeaal,0,75,older,female,session_elapsed
1,Tiere,532025.260770975,aal,Aal,0,75,older,female,session_elapsed
1,Tiere,539188.6394557824,muraene,Muraene,0,75,older,female,session_elapsed
1,Tiere,552443.560090703,krabbe,Krabbe,0,75,older,female,session_elapsed
1,Tiere,557764.2176870748,bergloewe,Puma,0,75,older,female,session_elapsed
1,Tiere,559183.9455782312,puma,Puma,0,75,older,female,session_elapsed
1,Tiere,562735.0793650794,schneehase,Schneehase,0,75,older,female,session_elapsed
1,Tiere,571699.1383219955,seeadler,Seeadler,0,75,older,female,session_elapsed
1,Tiere,583115.5102040817,ameise,Ameise,0,75,older,female,session_elapsed
1,Tiere,588305.9863945579,blutegel,Blutegel,0,75,older,female,session_elapsed
1,Tiere,592381.2925170069,maulwurf,Maulwurf,0,75,older,female,session_elapsed
1,Länder,2304.6258503401364,deutschland,Deutschland,1,75,older,female,session_elapsed
1,Länder,3376.0544217687075,frankreich,Frankreich,1,75,older,female,session_elapsed
1,Länder,4712.675736961451,italien,Italien,1,75,older,female,session_elapsed
1,Länder,6498.571428571429,spanien,Spanien,1,75,older,female,session_elapsed
1,Länder,8217.34693877551,niederlande,Niederlande,1,75,older,female,session_elapsed
1,Länder,9473.333333333332,schweden,Schweden,1,75,older,female,session_elapsed
1,Länder,11319.97732426304,danemark,Daenemark,1,75,older,female,session_elapsed
1,Länder,21198.730158730163,amerika,Vereinigte Staaten von Amerika,1,75,older,female,session_elapsed
1,Länder,23474.48979591837,neuseeland,Neuseeland,1,75,older,female,session_elapsed
1,Länder,25927.233560090703,australien,Australien,1,75,older,female,session_elapsed
1,Länder,29605.124716553288,afrika,Afrika,1,75,older,female,session_elapsed
1,Länder,31183.832199546487,sudafrika,Suedafrika,1,75,older,female,session_elapsed
1,Länder,34401.11111111112,belgien,Belgien,1,75,older,female,session_elapsed
1,Länder,41493.28798185941,haiti,Haiti,1,75,older,female,session_elapsed
1,Länder,44423.60544217687,malediven,Malediven,1,75,older,female,session_elapsed
1,Länder,50657.573696145126,bulgarien,Bulgarien,1,75,older,female,session_elapsed
1,Länder,52995.07936507936,ungarn,Ungarn,1,75,older,female,session_elapsed
1,Länder,55016.3492063492,schottland,Schottland,1,75,older,female,session_elapsed
1,Länder,57176.643990929704,england,England,1,75,older,female,session_elapsed
1,Länder,59896.621315192744,holland,Niederlande,1,75,older,female,session_elapsed
1,Länder,66157.80045351473,russland,Russische Foederation,1,75,older,female,session_elapsed
1,Länder,67779.36507936507,kroatien,Kroatien,1,75,older,female,session_elapsed
1,Länder,69649.86394557824,ukraine,Ukraine,1,75,older,female,session_elapsed
1,Länder,71783.3560090703,polen,Polen,1,75,older,female,session_elapsed
1,Länder,73154.9433106576,argentinien,Argentinien,1,75,older,female,session_elapsed
1,Länder,76787.30158730158,afrika,Afrika,1,75,older,female,session_elapsed
1,Länder,77995.96371882086,sudafrika,Suedafrika,1,75,older,female,session_elapsed
1,Länder,80157.55102040817,china,China,1,75,older,female,session_elapsed
1,Länder,82616.14512471655,thailand,Thailand,1,75,older,female,session_elapsed
1,Länder,84666.28117913833,korea,Korea,1,75,older,female,session_elapsed
1,Länder,86735.3514739229,vietnam,Vietnam,1,75,older,female,session_elapsed
1,Länder,92699.27437641723,tunesien,Tunesien,1,75,older,female,session_elapsed
1,Länder,98530.49886621317,syrien,Arabische Republik Syrien,1,75,older,female,session_elapsed
1,Länder,99900.88435374152,jordanien,Jordanien,1,75,older,female,session_elapsed
1,Länder,103494.87528344672,palastina,Palaestina,1,75,older,female,session_elapsed
1,Länder,106027.0068027211,israel,Israel,1,75,older,female,session_elapsed
1,Länder,109363.01587301587,sibirien,Sibirien,1,75,older,female,session_elapsed
1,Länder,112224.98866213152,?,NA,1,75,older,female,session_elapsed
1,Länder,116306.7120181406,aserbaidschan,Aserbaidschan,1,75,older,female,session_elapsed
1,Länder,119160.7029478458,georgien,Georgien,1,75,older,female,session_elapsed
1,Länder,121588.02721088436,usbekistan,Usbekistan,1,75,older,female,session_elapsed
1,Länder,126495.4195011338,alaska,Alaska,1,75,older,female,session_elapsed
1,Länder,130469.93197278913,irland,Irland,1,75,older,female,session_elapsed
1,Länder,135487.25623582766,brasilien,Brasilien,1,75,older,female,session_elapsed
1,Länder,139583.9455782313,?,NA,1,75,older,female,session_elapsed
1,Länder,144938.4126984127,suedwestafrika,Namibia,1,75,older,female,session_elapsed
1,Länder,146560,borneo,Borneo,1,75,older,female,session_elapsed
1,Länder,148439.68253968254,burma,Myanmar,1,75,older,female,session_elapsed
1,Länder,150162.94784580497,indien,Indien,1,75,older,female,session_elapsed
1,Länder,152599.27437641725,somalia,Somalia,1,75,older,female,session_elapsed
1,Länder,159593.01587301586,malediven,Malediven,1,75,older,female,session_elapsed
1,Länder,169118.63945578234,sudan,Sudan,1,75,older,female,session_elapsed
1,Länder,173996.5306122449,agypten,Aegypten,1,75,older,female,session_elapsed
1,Länder,177711.85941043083,persien,Iran,1,75,older,female,session_elapsed
1,Länder,186784.44444444447,malediven,Malediven,1,75,older,female,session_elapsed
1,Länder,189667.75510204083,mongolei,Mongolei,1,75,older,female,session_elapsed
1,Länder,194985.07936507935,turkmenistan,Turkmenistan,1,75,older,female,session_elapsed
1,Länder,204633.7188208617,libyen,Libyen,1,75,older,female,session_elapsed
1,Länder,210410.95238095237,sardinien,Sardinien,1,75,older,female,session_elapsed
1,Länder,213851.88208616775,serbien,Serbien,1,75,older,female,session_elapsed
1,Länder,215491.5873015873,kroatien,Kroatien,1,75,older,female,session_elapsed
1,Länder,219674.78458049888,montenegro,Montenegro,1,75,older,female,session_elapsed
1,Länder,228675.4421768707,italien,Italien,1,75,older,female,session_elapsed
1,Länder,233140.3628117914,schweiz,Schweiz,1,75,older,female,session_elapsed
1,Länder,243524.21768707485,tschechien,Tschechische Republik,1,75,older,female,session_elapsed
1,Länder,252013.92290249432,kroatien,Kroatien,1,75,older,female,session_elapsed
1,Länder,252928.57142857145,serbien,Serbien,1,75,older,female,session_elapsed
1,Länder,256719.90929705213,afrika,Afrika,1,75,older,female,session_elapsed
1,Länder,257386.5532879819,sudafrika,Suedafrika,1,75,older,female,session_elapsed
1,Länder,258609.02494331065,westafrika,Westafrika,1,75,older,female,session_elapsed
1,Länder,262807.68707482994,tschad,Tschad,1,75,older,female,session_elapsed
1,Länder,265334.33106575964,?,NA,1,75,older,female,session_elapsed
1,Länder,277377.5963718821,virginia,Virginia,1,75,older,female,session_elapsed
1,Länder,293628.1632653061,sudafrika,Suedafrika,1,75,older,female,session_elapsed
1,Länder,294754.80725623586,westafrika,Westafrika,1,75,older,female,session_elapsed
1,Länder,299505.2380952381,?,NA,1,75,older,female,session_elapsed
1,Länder,300128.5941043084,dubai,Dubai,1,75,older,female,session_elapsed
1,Länder,308276.09977324266,osmanien,Tuerkei,1,75,older,female,session_elapsed
1,Länder,317717.09750566893,slowakei,Slowakei,1,75,older,female,session_elapsed
1,Länder,321714.39909297053,rumanien,Rumaenien,1,75,older,female,session_elapsed
1,Länder,324811.72335600905,norwegen,Norwegen,1,75,older,female,session_elapsed
1,Länder,329088.3673469388,island,Island,1,75,older,female,session_elapsed
1,Länder,331012.358276644,estland,Estland,1,75,older,female,session_elapsed
1,Länder,332941.70068027213,litauen,Litauen,1,75,older,female,session_elapsed
1,Länder,344878.43537414965,slowakei,Slowakei,1,75,older,female,session_elapsed
1,Länder,358249.8185941043,?,NA,1,75,older,female,session_elapsed
1,Länder,365694.73922902497,shanghai,Shanghai,1,75,older,female,session_elapsed
1,Länder,372312.0634920635,?,NA,1,75,older,female,session_elapsed
1,Länder,379311.4058956916,newyork,New York,1,75,older,female,session_elapsed
1,Länder,380403.1292517007,washington,Washington,1,75,older,female,session_elapsed
1,Länder,384424.716553288,wales,Wales,1,75,older,female,session_elapsed
1,Länder,390172.3129251701,bremen,Bremen,1,75,older,female,session_elapsed
1,Länder,398016.14512471657,mongolei,Mongolei,1,75,older,female,session_elapsed
1,Länder,407904.4671201814,griechenland,Griechenland,1,75,older,female,session_elapsed
1,Länder,413929.1156462585,japan,Japan,1,75,older,female,session_elapsed
1,Länder,427982.42630385485,belize,Belize,1,75,older,female,session_elapsed
1,Länder,434477.0294784581,kanada,Kanada,1,75,older,female,session_elapsed
1,Länder,437208.0045351474,neuseeland,Neuseeland,1,75,older,female,session_elapsed
1,Länder,437850.6575963719,australien,Australien,1,75,older,female,session_elapsed
1,Länder,443619.9773242631,borneo,Borneo,1,75,older,female,session_elapsed
1,Länder,448633.67346938775,tschad,Tschad,1,75,older,female,session_elapsed
1,Länder,454060.5442176871,armenien,Armenien,1,75,older,female,session_elapsed
1,Länder,465472.4036281179,libanon,Libanon,1,75,older,female,session_elapsed
1,Länder,467888.09523809527,?,NA,1,75,older,female,session_elapsed
1,Länder,468413.4467120181,jordanien,Jordanien,1,75,older,female,session_elapsed
1,Länder,475854.126984127,australien,Australien,1,75,older,female,session_elapsed
1,Länder,485960.0680272109,?,NA,1,75,older,female,session_elapsed
1,Länder,487406.0544217687,jemen,Jemen,1,75,older,female,session_elapsed
1,Länder,498577.0748299319,mongolei,Mongolei,1,75,older,female,session_elapsed
1,Länder,506705.4421768708,suedwestafrika,Namibia,1,75,older,female,session_elapsed
1,Länder,509223.8095238095,ostafrika,Ostafrika,1,75,older,female,session_elapsed
1,Länder,514337.1201814059,sizilien,Sizilien,1,75,older,female,session_elapsed
1,Länder,525383.7641723356,kasachstan,Kasachstan,1,75,older,female,session_elapsed
1,Länder,531185.7142857143,australien,Australien,1,75,older,female,session_elapsed
1,Länder,538437.074829932,norwegen,Norwegen,1,75,older,female,session_elapsed
1,Länder,540501.3605442178,england,England,1,75,older,female,session_elapsed
1,Länder,541907.8911564626,australien,Australien,1,75,older,female,session_elapsed
1,Länder,545061.0430839002,burma,Myanmar,1,75,older,female,session_elapsed
1,Länder,547188.0272108844,indien,Indien,1,75,older,female,session_elapsed
1,Länder,561487.8004535148,arabien,Arabien,1,75,older,female,session_elapsed
1,Länder,571483.4013605443,syrien,Arabische Republik Syrien,1,75,older,female,session_elapsed
1,Länder,571990.9977324263,usbekistan,Usbekistan,1,75,older,female,session_elapsed
1,Länder,572889.1156462585,pakistan,Pakistan,1,75,older,female,session_elapsed
1,Länder,575455.7823129252,moldawien,Republik Moldau,1,75,older,female,session_elapsed
1,Länder,576320.4308390022,russland,Russische Foederation,1,75,older,female,session_elapsed
1,Länder,577749.5918367347,ukraine,Ukraine,1,75,older,female,session_elapsed
1,Länder,583903.2879818594,malediven,Malediven,1,75,older,female,session_elapsed
1,Länder,588108.5941043084,schweiz,Schweiz,1,75,older,female,session_elapsed
1,Länder,588647.9591836735,tessin,Tessin,1,75,older,female,session_elapsed
1,Länder,598036.5532879819,australien,Australien,1,75,older,female,session_elapsed
1,Länder,598574.8299319728,neuseeland,Neuseeland,1,75,older,female,session_elapsed
1,Länder,599162.1088435374,hawaii,Hawaii,1,75,older,female,session_elapsed
2,Tiere,2996.0090702947846,hund,Hund,1,67,older,male,session_elapsed
2,Tiere,4063.628117913832,katze,Katze,1,67,older,male,session_elapsed
2,Tiere,6856.621315192743,elefant,Elefant,1,67,older,male,session_elapsed
2,Tiere,8072.993197278912,pferd,Pferd,1,67,older,male,session_elapsed
2,Tiere,9249.455782312923,kuh,Kuh,1,67,older,male,session_elapsed
2,Tiere,10884.489795918367,schaf,Schaf,1,67,older,male,session_elapsed
2,Tiere,12239.478458049884,ziege,Ziege,1,67,older,male,session_elapsed
2,Tiere,14515.30612244898,maus,Maus,1,67,older,male,session_elapsed
2,Tiere,15707.029478458053,ratte,Ratte,1,67,older,male,session_elapsed
2,Tiere,17965.124716553288,schwan,Schwan,1,67,older,male,session_elapsed
2,Tiere,19160.47619047619,ente,Ente,1,67,older,male,session_elapsed
2,Tiere,20739.115646258502,huhn,Huhn,1,67,older,male,session_elapsed
2,Tiere,22939.092970521546,schlange,Schlange,1,67,older,male,session_elapsed
2,Tiere,25849.410430839005,frosch,Frosch,1,67,older,male,session_elapsed
2,Tiere,27670.45351473923,kroete,Kroete,1,67,older,male,session_elapsed
2,Tiere,29665.102040816324,fliege,Fliege,1,67,older,male,session_elapsed
2,Tiere,31297.16553287982,muecke,Muecke,1,67,older,male,session_elapsed
2,Tiere,32695.44217687075,biene,Biene,1,67,older,male,session_elapsed
2,Tiere,34351.11111111111,hornisse,Hornisse,1,67,older,male,session_elapsed
2,Tiere,36167.097505668935,wespe,Wespe,1,67,older,male,session_elapsed
2,Tiere,37977.18820861678,spatz,Spatz,1,67,older,male,session_elapsed
2,Tiere,39627.097505668935,meise,Meise,1,67,older,male,session_elapsed
2,Tiere,40906.3492063492,star,Star,1,67,older,male,session_elapsed
2,Tiere,42192.380952380954,fink,Fink,1,67,older,male,session_elapsed
2,Tiere,43292.358276643994,amsel,Amsel,1,67,older,male,session_elapsed
2,Tiere,44612.335600907034,drossel,Drossel,1,67,older,male,session_elapsed
2,Tiere,48833.333333333336,albatros,Albatros,1,67,older,male,session_elapsed
2,Tiere,52249.68253968254,adler,Adler,1,67,older,male,session_elapsed
2,Tiere,57878.639455782315,pinguin,Pinguin,1,67,older,male,session_elapsed
2,Tiere,59265.69160997732,walross,Walross,1,67,older,male,session_elapsed
2,Tiere,60485.66893424036,delfin,Delfin,1,67,older,male,session_elapsed
2,Tiere,62635.600907029475,wal,Wal,1,67,older,male,session_elapsed
2,Tiere,64853.01587301588,hering,Hering,1,67,older,male,session_elapsed
2,Tiere,68154.96598639456,lachs,Lachs,1,67,older,male,session_elapsed
2,Tiere,70953.62811791383,hai,Hai,1,67,older,male,session_elapsed
2,Tiere,79432.99319727892,antilope,Antilope,1,67,older,male,session_elapsed
2,Tiere,81433.24263038549,giraffe,Giraffe,1,67,older,male,session_elapsed
2,Tiere,83366.5306122449,tiger,Tiger,1,67,older,male,session_elapsed
2,Tiere,85529.86394557822,loewe,Loewe,1,67,older,male,session_elapsed
2,Tiere,90269.8185941043,krokodil,Krokodil,1,67,older,male,session_elapsed
2,Tiere,94533.10657596371,lama,Lama,1,67,older,male,session_elapsed
2,Tiere,105125.51020408164,strauss,Strauss,1,67,older,male,session_elapsed
2,Tiere,106889.81859410432,emu,Emu,1,67,older,male,session_elapsed
2,Tiere,108566.14512471655,kondor,Kondor,1,67,older,male,session_elapsed
2,Tiere,123744.80725623584,goldfisch,Goldfisch,1,67,older,male,session_elapsed
